Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
DevOps Deployment Engineer - Hybrid,$78K - $116K (Glassdoor est.),"The Ideal Candidate

This position requires the use of tools like Jenkins, and deployment scripting languages like Ant or Groovy. Responsibility will include scripting for code coverage, code analysis, pipeline construction, and deployment planning. Daily use of Github, Gitlab, branch setup, merging, and some test case automation. Works directly with the development staff and management to gather the requirements needed to generate the specifications to build the applications and components for deployment. Keys to success include providing functional choices to meet business needs, leading successful system implementations, and displaying strong technical and communications skills.

How You Will Make an Impact
Design, code, and test Jenkins pipeline deployment jobs for continues integration.
Create and deliver data-driven reports.
Enhance existing systems by analyzing business objectives, preparing an action plan, and identifying areas for modification and improvement.
Git branch and merge processes.
Manage Jenkins. Responsible for ensuring modules are up to date, monitoring job status, keeping up to date with best practices in the secure and efficient implementation of Jenkins.
Salesforce Service Cloud build and deploy automation.
Salesforce Service Cloud change set tracking and migration to more source-controlled deployments between environments.
Create technical specifications and test plans.
Create new and extend existing operational documentation.
Provides necessary documentation for the computer operations department.
Will also contribute to IBM OMS and IBM ACE, Custom web application deployment integration development in Jenkins.
Key contributor whose work is critical to project success.
May be called upon to solve highly technical, complex problems or consult for other projects.
Consults with colleagues concerning the maintenance and performance of software systems.
Investigates and develops skills in new technologies.



Experience and Skills You'll Need to Have
BS/MS in Computer Science.
2+ years in process automation
2+ years in Ant script, Groovy, core Java server-side development.
2+ years of Jenkins/Hudson deployment automation
2+ years Linux/Unix command line and shell scripting
Strong foundation in Java.
Hands on experience in Salesforce CLIExperience managing an automated CI/CD tool (Jenkins).
Ability to understand and build the data structure.
Knowledge of PL/SQL, procedures, and functions.
Knowledge of SDLC.
Ability to learn business issues and propose technical solutions.
Ability to learn impact analysis for new requirements.
Experience with software version control systems (SVN/Git).
Experience with repository management tools (Github/GitLab).
Ability to prioritize and provide timely resolution to issues and requests.
Experience with defect tracking tools like JIRA
Must be well-organized, efficient, and detail-oriented
Able to work independently and collaborate as a member of a team
Ability to understand priorities and expedite work in pressure situations
Proactive and self-directed
Goal-driven with the ability to be flexible
Excellent verbal and written communication skills
Show less",3.6,PARKER HOUSE MANUFACTURING CO INC,"Nashville, TN",10000+ Employees,1925,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD)
"Supply Chain Solutions Developer - CICD, DevOps",$65.00 - $68.00 Per Hour (Employer est.),"Job Title: Supply Chain Solutions Developer - CICD, DevOps
Location: Remote
Pay Rate: $65/hr - $68/hr
Duration : 11 Months

In this role, the solutions developer will work closely with the Supply Chain Technology group to deploy solutions for end users. The developer will be responsible for creating and maintaining the pipelines and deploy enhancements to existing databases and tools

Responsibilities
Work with cross functional team to understand the DevOps requirements.
Develop CICD solutions for the Supply Chain Technology team
Create and maintain pipelines for data transfer
Ensure deployments are carried out to align with Sprint goals.
Utilize the DevOps expertise in enhancing existing deployment methodologies.

Qualifications we seek in you!
Minimum Qualifications
Experience with deployment and orchestration technologies (e.g. Puppet /Ansible, Docker, Kubernetes etc.)
Experience in setting up CI-CD pipelines using Jenkins, Test /Deployment/ Release Automation experience, and Environment Provisioning
Have Knowledge of Source Control Git, Bitbucket
Strong scripting skills, i.e. Powershell, Python, Bash, Ruby, Perl, etc.
Experience in system administration tasks in Linux, Unix, or Windows, with familiarity with standard IT security practices
RedHat Linux 7.X and above administration, Configurations and troubleshooting.
Basic understanding of Puppet/Chef/Ansible.
Have a good understanding basic software security skills
Have knowledge of security threat investigation and Vulnerability management
Have good knowledge in Kuberenetes.
Have experience in Elastic, Fluentbit, Kibana tools
Preferred Qualifications/ Skills
Added advantage if candidate has scripting knowledge in Perl or Python
Have good understanding of microservices architecture
Show less",3.7,PARKER HOUSE MANUFACTURING CO INC,"New York, NY",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable
DevOps Engineer,$93K - $110K (Employer est.),"DevOps Engineer
About this Role
As a DevOps Engineer at Bible Project, you'll be a vital member of our technical operations, collaborating closely with our DevOps Lead to support product/engineering teams in delivering high-quality products globally. You will play a crucial role in enhancing our development processes, infrastructure, and ensuring seamless operations across our cloud-based systems. You will collaborate with our engineers to design and deliver stable and sustainable cloud infrastructure that serves the entire BibleProject Product Engineering portfolio: bibleproject.com and our international web properties, the BibleProject App, Classroom, etc.

You will grow your subject matter expertise in all areas of DevOps practices, but will specifically be focused on AWS infrastructure and operational management systems like observability and monitoring. You will get to be a part of a cross-functional team that is passionate about building quality products that advance our mission of helping people experience the Bible as a unified story that leads to Jesus. They will depend on you to help shape and champion a culture of reliability and quality.

To be successful, you must possess a strong attention to detail, prioritize tasks adeptly within resource limits, collaborate effectively with various team members, including software developers, product managers, designers, and the DevOps Lead.
Most importantly, you will bring your skills and experience to help further our mission of helping people experience the Bible as a unified story that leads to Jesus.
What You’ll Be Doing
Collaborate with cross-functional teams to design, build, and manage AWS-based environments, ensuring scalability, security, and performance.
Monitor and enhance system observability using New Relic, proactively identifying performance bottlenecks and suggesting optimization strategies.
Utilize Infrastructure as Code (IaC) tools such as Cloudformation, Ansible, and Terraform to automate the provisioning and management of infrastructure components.
Contribute to containerization efforts using Docker, ensuring applications are encapsulated for consistency across development and production environments.
Collaborate on orchestration solutions to streamline deployment processes using tools such as Elastic Container Service (ECS) and Kubernetes.
Collaborating with the Security Program Manager and DevOps Lead to develop and maintain access controls and security best practices around BibleProject's cloud infrastructure.
Contribute to a company culture that prioritizes quality, thoughtfulness, and unity in an unhurried environment.
What We’re Looking For
3+ years experience in the software field, with at least 1+ years of experience with DevOps practices, including AWS and observability tooling
Advanced knowledge and skills with observability tools like New Relic to monitor and troubleshoot system performance for production software at scale
Hands-on experience with AWS services, including building, operating, and managing cloud environments, with a strong desire to continue growing your skills in this area
Proficiency in the following skills:
Working proficiency with automated build pipelines, including automated testing and deployments
Working proficiency with Infrastructure as Code tools such as Cloudformation, Ansible, and Terraform to automate infrastructure provisioning and management
Working proficiency with containerization technologies and orchestration tools, particularly Docker, ECS, and Kubernetes
Working proficiency with Linux system administration and troubleshooting
Working proficiency in creating and managing CI/CD pipelines using GitHub Actions/Workflows
Advanced proficiency in version control using Git
Advanced proficiency in technical problem solving
Advanced proficiency in written and verbal communication, with the ability to convey complex technical concepts to non-technical stakeholders
Experience supporting multiple software environments for multiple products, including production environments with daily active users
Experience with agile development processes
Proven ability to work effectively and efficiently in a collaborative team environment
An openness to understanding BibleProject’s content and paradigm so that you can help support the tone that BibleProject seeks to reflect in internal and external communication

About BibleProject
Portland, Oregon, Founded in 2014

BibleProject is a nonprofit, crowdfunded organization that produces 100% free Bible videos, podcasts, blogs, classes, and educational Bible resources. Our mission is to help people experience the Bible as a unified story that leads to Jesus.

We are rapidly growing in the area of multimedia technology. What began with two animated videos now encompasses multiple platforms and products—including over 160 videos. Our website and app serve as connection hubs to our ever-growing library of resources. Classroom, our online learning platform, offers accessible, graduate-level Bible classes.

These, and all of our supporting products, continue to be completely free to audiences around the world, thanks to the ongoing generosity of our patrons.

Location: Remote: This role must be performed within the United States. Occasional travel to Portland, Oregon may be required.

Beginning: January 2024

Reporting to: Tucker Hayden, DevOps Lead

Compensation & Benefits:
The annual salary range for this role is $93,000 - $110,000.
Competitive salary that scales with experience directly related to this role. Top tier in non-profit market but will not match top technology companies
Medical, dental, vision, life, short and long term disability insurance for employee and family with premiums covered 100% by BibleProject
401(k) with 4% employer match
Flexible PTO
Paid parental leave
Paid learning stipend
A culture focused on belonging and thriving

BibleProject is an equal opportunity employer
Show less",4.4,PARKER HOUSE MANUFACTURING CO INC,United States,51 to 200 Employees,2014,Nonprofit Organization,Religious Institutions,Nonprofit & NGO,Unknown / Non-Applicable
Azure DevOps Engineer (contract),$91K - $120K (Glassdoor est.),"At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.

The Boeing Digital Aviation Solutions (BDAS) team is seeking a Dev Focal to join a Aviation Data Production (ADP) development team and help develop the next generation of an aviation data management systems that administer data for airline and business customers around the world. The successful candidate will facilitate the daily execution of product development in a fast-paced agile environment. We seek candidates who have skills and experience in agile methodologies, continuous integration/continuous delivery (CI/CD), software development and software operations.

As a member of the BDAS team, you will be involved in the entire software development life cycle, from idea creation and development, to maintenance and support of the customer’s delivered system. The position will place you in roles where you have the opportunity to make an impact on the results of our project. The BDAS team offers a collaborative mentoring environment where you have the opportunity to learn from or lead others.

Position Responsibilities:
Design and implement DevOps solutions for the development of aviation data management systems including:
Build Strategy
Document control repository management and version control
Use of document control APIs
Azure Cloud implementations
Release management
Automate security policy and configurations
Monitoring, logging and alerting strategy and implementation
Automate incident response
Security compliance plan
Cost monitoring and control
Instrumentation

Agile development within a cross-discipline, global team:
Participate in backlog grooming and requirements reviews
Participate in team’s daily and bi-weekly Agile ceremonies
Use agile project management tools to track assignments and report progress
Act as team’s liaison to BDAS DevOps center of excellence
Support Azure subscription management
Investigate and debug defects and verify defect resolution
Help resolve technical and procedural impediments as needed

Basic Qualifications (Required Skills/Experience):
5+ years of professional software development experience
2 + years of experience implementing DevOps solutions including CI pipelines, CD pipelines, alerting & monitoring solution
Experience with document control management using tools such as Documentum and/or Alfresco
Experience utilizing agile development processes

Preferred Qualification (Desired Skills/Experience):
Experience with REST services or microservices
Experience using project management tools like JIRA
Experienced in complete SDLC

Typical Education & Experience:
Education/experience typically acquired through advanced technical education (e.g. Bachelor) and typically 5 years' related work experience or an equivalent combination of technical education and experience. Certifications such as AZ-400, Designing and Implementing Microsoft DevOps Solutions or similar are desired.

Relocation:
This position does not offer relocation.
Employer will not sponsor applicants for employment visa status.

Drug Free Workplace:
Boeing is a Drug Free Workplace where post offer applicants and employees are subject to testing for marijuana, cocaine, opioids, amphetamines, PCP, and alcohol when criteria is met as outlined in our policies.

At Boeing, diversity, equity, and inclusion are enduring company values. We strive to live these values every day not only because it’s the right thing to do, but because our success depends on it. The company’s commitment to diversity and inclusion providing a work environment for all employees that is welcoming, respectful and equitable, with opportunities for personal and professional development.
Show less",3.9,PARKER HOUSE MANUFACTURING CO INC,"Englewood, CO",10000+ Employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Dev/Ops Engineer (Software Developer),$88K (Employer est.),"Posted Date : February 17, 2023
Essential Responsibilities:
Working with clients to understand their business, business issues and problems and challenges and be able to proposed expert complex solutions to all internal issues, computer issues, computer software issues, programming issues etc.
Ability to manage multiple in-flight projects that all have different timelines, timetables and issues as well as the utilization of different technologies, issues and problems.
Will create, customize and support application frameworks; will analyze, design, estimate for all application tiers; will help code, test, debug and document all issues and programs; will work with Stake holders to review and create engineering functional specifications, Scrum user stories and provide product backlog estimates; will revise and update programs and processes and create documentation as required; will provide high level and complex Software Development Processes and company standards and practices; must be able to highlight and communicate project status, tasks, milestones, risks, issues and constraints to project team and stakeholders; able to prepare and present project and technology documents to group; meet and follow-up development schedules; product design documents and functional specifications.
Use of complex languages, technologies and frameworks with use of Net, SQL Server, My SQL, Mongo DB, Web API, Angular JS, XML, HTML. Expert use and knowledge of the .Net framework and object-oriented design and programming concepts in all areas. Solid front-end development capabilities (ASP.NET to Middleware) and/or back-end development capabilities (Middleware to Relational databases); use of MS Visual Studio, Source Control Systems and Unit testing; use of Web Services and SOA; ability to communicate and interact with Business Owners to gather and document project requirements.
Required:
Bachelors in Computer Science
Desired:
Software source control, bug tracking and build process
Automated testing
Automated builds
Experience with TFS based Source code control
Strong grasp of software design patterns
Ability to produce detailed and complete functional design and interface documents
Strong problem-solving skills
Excellent verbal and written communication skills

Full Time Salary : $88,400 per year
Supervises Employees? : No
Travel? : No
Work Site Location: 201 E. Sandpoint Ave #305, Santa Ana, California 92707.
40 Hours per week; 8:30AM - 4:30PM, Monday - Friday
To Apply, Please Email: Info@rencata.com
Show less",4.0,PARKER HOUSE MANUFACTURING CO INC,"Santa Ana, CA",Unknown,--,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
DevOps Engineer,$94K - $122K (Glassdoor est.),"We are growing fast and looking for awesome people to join our team. At Fabec, we love what we do, pour our passion into building technology solutions and into providing amazing service to our clients. We strive to work smart, stay humble & nimble and create solutions that truly transform our clients IT.
We're looking for dedicated, hard-working individuals who will help us achieve our goal of being the best IT provider in the markets we serve. Our North American corporate office is located in New Jersey, but we hire for projects throughout the United States and Canada.

We are constantly in need of experts in next gen technologies to build innovative solutions for our clients. Fabec is committed to providing an equal opportunity to all job seekers.
DevOps Engineer
As a DevOps engineer you will work on our projects helping clients with their transformation initiatives in automating the software delivery pipeline and running the applications in Cloud. This role involves incorporating practices like agile development, continuous integration, infrastructure as code, configuration automation and continuous delivery. Experience in release management, AWS CLI, Cloud Formation, Ruby, Jenkins, Puppet or Chef is expected.

We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.
Benefits
Some of the benefits in our comprehensive package for eligible employees include partial reimbursement of health insurance premium, employee assistance program, generous time-off and vacation program, tuition and certification fee reimbursement.
Visa Sponsorship
We participate in USCIS e-Verify program and offer immigration assistance to qualified individuals and sponsor H1B visa, H1B transfers, Optional Practical Training (OPT) and permanent resident / green card applications.
Show less",-1,PARKER HOUSE MANUFACTURING CO INC,"Princeton, NJ",1 to 50 Employees,--,Unknown,--,--,$1 to $5 million (USD)
DevOps Engineer,$92K - $124K (Glassdoor est.),"Enterprise application integration is the process whereby disparate tools, off-the-shelf applications, and legacy systems are combined to address a specific enterprise-wide need - perhaps a new business process, or the consequences of a reorganization or merger.
Show less",3.9,PARKER HOUSE MANUFACTURING CO INC,"Arlington, VA",1 to 50 Employees,--,Company - Private,--,--,Less than $1 million (USD)
AWS DevOps Engineer,-1,"Description:
Who we are...
Cocolevio is a modern technology solutions company, and our vision is to enable a future where all businesses have the modern technology they need to compete in their market. Our mission is to provide platform-agnostic solutions to our clients, so they can leverage modern technologies—Cloud, AI, IoT, Big Data—to grow, increase profitability, and improve operational efficiency. Visit our website at cocolevio.com to learn more about what we do.
Who we're looking for...
We are currently seeking a AWS DevOps Engineer III to join our team in San Antonio or Remote.
In this role you will be part of the team that architects, implements and deploys our AWS cloud-based offerings. Specifically, we are looking for an engineer to work in the government space and on Infrastructure as Code. Clearance is required, and the successful applicant must reside in the US.
Customer Focus: Our DevOps Engineers get to build one-of-a-kind, cutting edge cloud solutions for some of our top enterprise customers. Our primary focus is to instill confidence in our customers by creating customized solutions and a top-notch customer onboarding experience.
Automation: Customer deployments should be solidly reliable and repeatable. Knowledge of tools like Github, Terraform, and CDK are critical to achieving this goal. If you enjoy writing programmatic solutions to reduce customer turnaround time and your own workload, this team is for you.
What you'll do...
Work with a talented and highly engaged team of Engineers, Relationship Managers and Product Team
Automate deployments utilizing custom templates and modules for customer environments on AWS.
Architect AWS environment best practices and deployment methodologies
Create automation tools and processes to improve Team and Racker day to day functions
Educate customers on AWS best practices and architecture
Assist in educational briefings for teammates to advance in technical trainings for continued growth
Provide a continuous Fanatical Support experience for our customers
Requirements:
3+ years experience as a DevOps engineer.
Near expert knowledge of AWS Products & Services, Caching, EBS, Scaling, Load Balancing, Networking etc.
Excellent working knowledge of Windows or Linux operating systems – experience of supporting and troubleshooting issues and performance
Excellent understanding of central networking concepts: VLANs, layer 2/3 routing, access lists & load balancing
Near expert understanding of design of native Cloud applications, Cloud application design patterns and practices
Highly skilled in Terraform/IaC, including CI/CD practices
Kubernetes exp. is a plus, as is exp. w/Relational and NoSQL Databases
Knowledge of databases (SQL Server and MySQL)
Working knowledge of Backup and Recovery methodology and implementations
Good knowledge of application development using Agile, and DevOps best practices
Excellent written and verbal communication skills with ability to communicate both technical issues to nontechnical and technical audiences
Effective with time management and expected deliverables
An ability to multi-task and work on multiple concurrent projects
Must be AWS Certified (3 cert minimum)
Benefits: Cocolevio provides the following benefits to eligible employees:
Medical Insurance, Dental Insurance, Vision Insurance
401(k) Retirement
Life Insurance and Disability Insurance
Paid Time off (PTO)
Holiday Pay
Bonus Plan
The diversity of Cocolevio employees is a tremendous asset. We are firmly committed to providing equal opportunity in all aspects of employment and will not tolerate any illegal discrimination or harassment based on age, race, gender, religion, national origin, disability, marital status, covered veteran status, sexual orientation, status with respect to public assistance, and other characteristics protected under state, federal, or local law and to prevent those who encourage, assist, or induce discrimination or force others to discriminate.
Accessibility: If you need an accommodation as part of the employment process please contact: HR@cocolevio.com
Disclaimer: The above description is meant to illustrate the general nature of work and level of effort being performed by individual’s assigned to this position or job description. This is not restricted as a complete list of all skills, responsibilities, duties, and/or assignments required. Individuals may be required to perform duties outside of their position, job description or responsibilities as needed.
Show less",2.8,PARKER HOUSE MANUFACTURING CO INC,Remote,201 to 500 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
DevOps Engineer,-1,"Position Description
Harvard University Information Technology (HUIT) is a community of Information Technology professionals committed to delivering service and technological solutions in support of teaching, learning, research, and administration. We are recruiting an IT workforce that has both breadth in their ability to collaborate and innovate across disciplines. HUIT offers opportunities for IT professionals to learn and work in a unique technology landscape and service-focused environment. If you are a technically proficient, nimble, user-focused, and accountable IT professional who also connects with the importance of collaborating well in a team environment, we are looking for you!

The Library Technology Services (LTS) team at Harvard University is seeking a DevOps Engineer to help us build and deploy resilient services for ensuring the Harvard Library delivers on its mission of supporting world-class research and teaching at Harvard. This role will be responsible for the design, development, support, and evolution of deployment and operations infrastructure within LTS. They will create the systems necessary to effectively and efficiently build, test, release, and deploy software into scalable, reliable, and secure application environments. They will be capable of engaging with projects of varying sizes at any stage in the software lifecycle.

The DevOps Engineer will collaborate with cross-functional teams across all phases of software projects including requirements analysis, design, development, testing, deployment, and maintenance. They will provide leadership in the design and development of comprehensive, innovative, and integrated solutions.

Principal Duties and Responsibilities (Essential Functions*):
Work closely with software and operations engineering to define and build tooling and automation that simplifies and supports the software development lifecycle, encourages best practices, and smooths the transition to production deployment
Build infrastructure as code to ensure consistent and reliable management of application environments, and manage log and metric capture and analysis systems
Provision cloud-based infrastructure used to deploy, manage, and scale software applications
Design, build, and support efficient CI/CD pipelines
Maintain system stability while facilitating software updates and feature deployments
Optimize system deployments to balance performance, cost, and security concerns
Develop system monitoring and alerting capabilities
Troubleshoot and resolve system alerts, failures, and operational inefficiencies
Support system and software testing and debugging
Integrate cloud-based resources and networks with local and distributed infrastructure
Provide support and mentoring for engineering staff in the use of DevOps tools and practices
Participate in an on-call rotation to troubleshoot and diagnose production issues
Basic Qualifications
Minimum of five years’ post-secondary education or relevant work experience
Additional Qualifications and Skills
The following Additional Qualifications are strongly preferred. If you meet some, but not all, you are still encouraged to apply; we value employees with a willingness to learn.
Extensive knowledge of Linux operating systems
Proficiency in cloud-based infrastructure (AWS preferred), at least one scripting language (Python, Bash) for automation and DevOps tasks, and infrastructure as code (Terraform, Ansible)
Knowledge of containerization (Docker) and container orchestration (Kubernetes)
Strong security-first mindset
Ability to evaluate and deploy emerging technologies
Demonstrated team performance skills, service mindset approach, and the ability to act as a trusted advisor
Certificates and Licenses
Completion of Harvard IT Academy specified foundational courses (or external equivalent) preferred
Working Conditions
Work is performed in an office setting
Occasionally required to work outside of normal business hours, and may be called during off hours
Additional Information
Please provide a cover letter with your application.

Please note:
Harvard University requires pre-employment reference and background screening.
We are unable to provide work authorization and/or visa sponsorship.
This position has a 180-day orientation and review period.
The health of our workforce is a priority for Harvard University. With that in mind, we strongly encourage all employees to be up-to-date on CDC-recommended vaccines.

Accessibility:
Harvard University welcomes individuals with disabilities to apply for positions and participate in its programs and activities. If you would like to request an accommodation or have questions about the physical access provided, please contact our University Disability Resources Department.
Work Format Details
HUIT actively supports hybrid work where business needs allow. This position has been designated as a primarily remote position. While this position is primarily remote, travel to campus may be necessary based on business needs and the nature of work. Examples include bi-annual or quarterly Town Halls, critical business meetings or other work events. Additional details will be discussed during the interview process. All remote work must be performed within one of the Harvard Registered Payroll States, which currently includes Massachusetts, Connecticut, Maine, New Hampshire, Rhode Island, Vermont, Georgia, Illinois, Maryland, New Jersey, New York, Virginia, Washington, and California (CA for exempt positions only). Certain visa types and funding sources may limit work location. Individuals must meet work location sponsorship requirements prior to employment.
About Us
More about HUIT:
Harvard University Information Technology (HUIT) is responsible for the strategy, planning, and delivery of information technology across the University. Our mission is to assure Harvard’s leadership in IT. We strive to make it easier for faculty, students, and staff to teach, research, learn and work through the effective use of information technology. HUIT’s core values are User Focused, Collaborative, Innovative and Open.

HUIT’s core values are:
User-focused
Collaborative
Innovative
Open
IT Academy (designed for IT Staff):
HUIT’s IT Academy aims to enable each IT staff person to grow professionally and become a trusted partner to her or his team. The IT Academy is built on the belief that every IT staff member across the University (including technology employees at each school and campus) can grow in her or his area of expertise as well as building strong people and project management skills. Learn more here: https://itacademy.harvard.edu/
Benefits
We invite you to visit Harvard's Total Rewards website (https://hr.harvard.edu/totalrewards) to learn more about our outstanding benefits package, which may include:
Paid Time Off: 3-4 weeks of accrued vacation time per year (3 weeks for support staff and 4 weeks for administrative/professional staff), 12 accrued sick days per year, 12.5 holidays plus a Winter Recess in December/January, 3 personal days per year (prorated based on date of hire), and up to 12 weeks of paid leave for new parents who are primary care givers.
Health and Welfare: Comprehensive medical, dental, and vision benefits, disability and life insurance programs, along with voluntary benefits. Most coverage begins as of your start date.
Work/Life and Wellness: Child and elder/adult care resources including on campus childcare centers, Employee Assistance Program, and wellness programs related to stress management, nutrition, meditation, and more.
Retirement: University-funded retirement plan with contributions from 5% to 15% of eligible compensation, based on age and earnings with full vesting after 3 years of service.
Tuition Assistance Program: Competitive program including $40 per class at the Harvard Extension School and reduced tuition through other participating Harvard graduate schools.
Tuition Reimbursement: Program that provides 75% to 90% reimbursement up to $5,250 per calendar year for eligible courses taken at other accredited institutions.
Professional Development: Programs and classes at little or no cost, including through the Harvard Center for Workplace Development and LinkedIn Learning.
Commuting and Transportation: Various commuter options handled through the Parking Office, including discounted parking, half-priced public transportation passes and pre-tax transit passes, biking benefits, and more.
Harvard Facilities Access, Discounts and Perks: Access to Harvard athletic and fitness facilities, libraries, campus events, credit union, and more, as well as discounts to various types of services (legal, financial, etc.) and cultural and leisure activities throughout metro-Boston.
Job Function
Information Technology
Department Office Location
USA - MA - Cambridge
Job Code
I0958P IT Infrastructure Prfsnal IV
Work Format
Hybrid (partially on-site, partially remote)
Sub-Unit
-
Salary Grade
058
Department
Library Technology Services
Union
00 - Non Union, Exempt or Temporary
Time Status
Full-time
Pre-Employment Screening
Identity
Commitment to Equity, Diversity, Inclusion, and Belonging
Harvard University views equity, diversity, inclusion, and belonging as the pathway to achieving inclusive excellence and fostering a campus culture where everyone can thrive. We strive to create a community that draws upon the widest possible pool of talent to unify excellence and diversity while fully embracing individuals from varied backgrounds, cultures, races, identities, life experiences, perspectives, beliefs, and values.
EEO Statement
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law.
Show less",4.3,PARKER HOUSE MANUFACTURING CO INC,"Cambridge, MA",10000+ Employees,1636,College / University,Colleges & Universities,Education,$10+ billion (USD)
AWS DevOps,-1,"As a DevOps Engineer you will be responsible for implementing application solutions both in the cloud as well as participating in technical research and development to enable continuing innovation within the DevOps space

KEY RESPONSIBILITIES
Implement scalable, resilient, and secure solutions in the public cloud, especially in AWS.
Participate in automation initiatives to streamline processes, improve efficiencies and reduce hosting cost.
Work closely with Product Owner, Platform Team, Solution Architects and development teams for continuous improvement
Enhance and drive automation and ""Infrastructure as Code"" delivery.
Deliver cloud projects in an Agile environment.
Ability to analyze and troubleshoot complex software and infrastructure issues and develop tools/systems for task automation.
BAU Support as needed.
Responsible for managing and upgrading DevOps toolsets.
Maintaining 100% automation coverage of application build and deploy using cloud-native services and containers.

Skills & Qualifications

At least 3 to 5 years’ experience working with AWS.
Solid experience in designing and implementing complex DevOps and CI/CD pipeline (Bitbucket pipelines, GitHub, etc.)
Experience of designing and developing continuous integration build, test and deployment environments using modern cloud-based tools and techniques including AWS CloudFormation / Terraform, AWS SAM, Docker / Kubernetes.
Knowledge CloudFormation and third-party automation (Terraform).
Solid in-depth experience with below tech stack
AWS Cognito & IAM
AWS EKS, ECS, Kubernetes & other Container technologies
AWS Networking services like NAT Gateway, Transit Gateway, API Gateway, ELB, CloudFront, Route53 etc
Core AWS infra and platform architecture such as Multi Account Organizations, VPCs etc
AWS Storage services like S3, EFS
AWS Certificate Manager, Secrets Manager
Logging and Monitoring services like AWS CloudTrail, CloudWatch, Guard Duty etc.
Familiarity or understanding of Data Encryption and other security protocols.

NetSentries is an Enterprise Cyber Security Assessor serving Global Banks and Forbes 2000 companies across four continents. We serve our customers by continuously identifying Cyber Risks and enabling Blue teams with Threat Informed Defensive capabilities to protect their organizations better.
Show less",4.3,PARKER HOUSE MANUFACTURING CO INC,United States,Unknown,--,Company - Private,Security & Protective,Management & Consulting,Unknown / Non-Applicable
DEVOPS ENGINEER,-1,"Description:
Required Skills: Linux system administration, Docker, Python scripting, AWS, C2S, or other cloud experience, GitLab Pipeline, Ansible Pipeline
Desired Skills: Elasticsearch, NiFi, Cloud hosting and automation
Requirements:
A current U.S. government security clearance and background investigation is required and therefore all candidates must be a U.S. Citizen
Show less",5.0,PARKER HOUSE MANUFACTURING CO INC,Maryland,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
DevOps Engineer,$86K - $116K (Glassdoor est.),"DevOps Engineer:
Implement integrations requested by customers.
Deploy updates and fixes.
Provide Level 2 technical support.
Build tools to reduce occurrences of errors and improve customer experience.
Develop software to integrate with internal back-end systems.
Perform root cause analysis for production errors.
Investigate and resolve technical issues.
Develop scripts to automate visualization.
Design procedures for system troubleshooting and maintenance.
Will work in unanticipated locations. Requires Bachelors in computer Science, Engineering or related and 1 year experience.
Send resume to Royal Technocrats, Inc. 7447 Harwin Dr, Suite 270, Houston, TX 77036 or email to hr@royaltechnocrats.com.
Show less",4.4,PARKER HOUSE MANUFACTURING CO INC,"Houston, TX",Unknown,--,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
