Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Computer Programmer,$84K - $115K (Glassdoor est.),"Bachelor’s degree or foreign equivalent in Computer Science, Computer Applications, Digital Science, Electronics and/ or Electrical Engineering, Engineering (any) or a related field.
Employer will accept any suitable combination of education, training or experience determined to be equivalent to a U.S. Bachelor’s degree in Computer Science, Information Systems or a related field by an accredited credential evaluation service.

Position Requirements
Special Requirements

Employer will accept any suitable combination of education, training or experience determined to be equivalent to a U.S Bachelor’s degree in Computer Science, Information Systems or a related field by an accredited credential evaluation service.
Position requires travel/relocation to various client locations throughout the U.S.

Duties

Write and test computer applications and software codes.

Collaborate with software developers to code program designs.

Implement new and test existing applications and programs.

Correct errors in the computer codes and update.

Create models and flowcharts of code.

Debug and correct faulty lines of code.

Update and expand existing programs.

Create and update code libraries.

Computer Programmer

Job ID:
CIG-2021#04

Date of Post:
11 June 2021 at 7:00:00 am

No. of Positions:
Multiple

Location:
1400 Corporate Drive, Suite 140, Irving, TX 75038.
Show less",5.0,Honeywell,"Irving, TX",Unknown,--,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Software Developers (Jr. Level),$80K - $115K (Glassdoor est.),"Job description and responsibilities
Under close supervision of the IT manager, perform the following job duties: Analyze enterprise user needs and software requirements; Design, develop and modify enterprise software systems; Develop software system testing and validation procedures, programming; Evaluate information on factors such as reporting formats to suit enterprise needs; Technology used involves Database Management Software, Development Environment Software, Object/Component Oriented Development Software, Program Testing Software, Web Platform Development Software; May perform some or all of above tasks depending on scope of each project assignment; Work involves travel/relocation to various unanticipated client sites across USA.
Requirements
Applicants need to have a Master’s degree (or foreign equiv.) in Computer Science or any IT related field. Knowledge of Database Management Software, Development Environment Software, Object/Component Oriented Development Software, Program Testing Software, and Web Platform Development Software.
Minimum Requirements Apply To The Positions Listed Above.
Please Refer To This Advertisement. No Phone Calls Please. Equal Opportunity Employer.
Please Mail Your Resume To:
12600 Deerfield Pkwy., Suite 100
Alpharetta, GA 30004
Show less",5.0,Honeywell,"Alpharetta, GA",1 to 50 Employees,--,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD)
Full Stack Developer,$65K - $114K (Glassdoor est.),"The Coca-Cola Company, a global leader in the beverage industry, is seeking an experienced Application System Analyst. This role is integral to our IT operations, requiring a candidate who can support partnerships with the business and manage service levels of applications and systems. We are looking for a professional who has a passion for innovation and utilizing the right tool for the right job in a large, complex environment.
What You'll Do for Us:
Developing, implementing, and maintaining solutions—including coding and agile team principles.
Building strong relationships with Solution Architects and Platform Architects to champion best practices.
Bringing designs to life using standards-compliant dynamic HTML, CSS, and our internal JavaScript MVC framework.
Brainstorming and prototyping new concepts and approaches.
Working with the product manager to meet the demands of our customers, while continuing to innovate far beyond the competition.
Building strong relationships across the business to create better products and solutions.
Taking ownership of projects and working proactively under the guidance of senior developers, maintaining documentation in accordance with team standards.
Performing problem and trend analysis to identify issues/gaps and working with vendor partners to perform prioritized product enhancements.
Developing a deep understanding of the technologies within our scope in order to closely partner with developers to resolve issues and accurately estimate work.
Qualifications & Requirements:
A Bachelor’s degree in Computer Science or related field.
4+ years of work experience in IT or a relevant related field, ideally with 1 year of hands-on experience in Software Engineering or Computer Science.
A proven track record managing multiple projects in a cross-functional team environment.
Exposure to Machine Learning, AI techniques, algorithms, natural language processing; working knowledge of chatbots, Azure Bot Framework v4 are a plus.
Hands-on experience with Microsoft Azure or Amazon Web Services, along with experience with front-end development frameworks, JavaScript, HTML, CSS, and server-side development.
Exposure to working in an Agile Scrum/DevOps development methodology.
Excellent customer service skills; strong analytical and problem-solving skills.
The ability to explain technical information in a way that establishes rapport, persuades others, and fosters understanding; demonstrated presentation and teaching skills.
What We Can Do For You:
Innovation & Technology: The ability to work with an award-winning team that is on the cutting edge of innovation.
Exposure to World Class Leaders: Availability to global technology leaders that will expand your network and expose you to emerging technologies and techniques.
Agile Work Environment: We embrace agile with management that believes in removing barriers, so you are empowered to experiment, iterate, and innovate.
Career Development: The Coca-Cola Company offers a wide range of resources and programs to support your career development, including global learning programs and leadership development programs.

Our Purpose and Growth Culture:
We are taking deliberate action to nurture an inclusive culture that is grounded in our company purpose, to refresh the world and make a difference. We act with a growth mindset, take an expansive approach to what’s possible and believe in continuous learning to improve our business and ourselves. We focus on four key behaviors – curious, empowered, inclusive and agile – and value how we work as much as what we achieve. We believe that our culture is one of the reasons our company continues to thrive after 130+ years. Visit Our Purpose and Vision to learn more about these behaviors and how you can bring them to life in your next role at Coca-Cola.

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age, national origin, religion, sexual orientation, gender identity and/or expression, status as a veteran, and basis of disability or any other federal, state or local protected class. When we collect your personal information as part of a job application or offer of employment, we do so in accordance with industry standards and best practices and in compliance with applicable privacy laws.
Show less",4.1,Honeywell,"Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Full Stack Developer,-1,"The Coca-Cola Company, a global leader in the beverage industry, is seeking an experienced Application System Analyst. This role is integral to our IT operations, requiring a candidate who can support partnerships with the business and manage service levels of applications and systems. We are looking for a professional who has a passion for innovation and utilizing the right tool for the right job in a large, complex environment.
What You'll Do for Us:
Developing, implementing, and maintaining solutions—including coding and agile team principles.
Building strong relationships with Solution Architects and Platform Architects to champion best practices.




Show more",4.1,Honeywell,"Atlanta, GA",10000+ Employees,1886,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Applications Developer,$85K - $120K (Glassdoor est.),"Reference
EPR007607
Posting Reference
Location
Houston, TX, USA
Type
Full Time
Job Category
IT&S
Apply for this Job
This role will have the primary responsibility of expanding the use, support, and adoption of Enterprise Resource Planning (ERP) platforms as well as the development of new applications at EthosEnergy with the purpose of creating a more consistent process and a data-driven environment to drive business effectiveness.
Job Responsibilities
Support existing ERP business applications and end-users in the use of IT.
Partner with business stakeholders to develop new modules within ERP systems, develop new applications, update existing applications, maintain, and administer data flows from existing systems.
Work with peers to understand existing solutions, prior approaches, and future directions.
Work to evaluate and select options, implement, and support these solutions.
Develop an understanding of workflow, application development and third-party solutions.
Collaborate with IT&S vendors supervising their work as required.
Develop an understanding of IT&S systems security and its role within solution development and roll out.
Understand key infrastructure components of our IT&S landscape and the business systems role.
Participate as a team in supporting existing systems and the use of the support ticket system.
Maintain a register of added value work and projects with up-to-date status and target dates.
Updates job knowledge by participating in educational opportunities.
Other IT&S related projects as assigned.

Required Skills / Knowledge
Knowledge of various IT platforms including Microsoft .net (c# & vb.net), DevExpress, SQL, Python, JavaScript, HTML, Azure, data bricks, and enterprise planning systems (ERP). Epicor or iFlight ERP a plus.
Knowledge and experience with object-oriented programming as well as foundational understanding of database structures and management.
Working knowledge of windows-based systems and the Microsoft 365 environment.
Ability to translate business requirements from many disciplines (sales, marketing, operations, finance) into application design and implementation.
Track record in working with the business supporting and implementing innovation.
Effective Team member but capable of working independently.
Excellent written and verbal communication skills.

Experience
3-5 years direct experience in application development and/or ERP system administration.

Education Requirements
BS in Computer Science.

Physical Requirements
Ability to work in a shop and field environment.
Candidate must hold a valid passport and be willing to travel 10-25%.

EthosEnergy is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, disability, genetic information, pregnancy, citizenship, marital status, sex/gender, sexual preference/ orientation, gender identity, age, veteran status, national origin, or any other status protected by law or regulation.
Show less",3.4,Honeywell,"Houston, TX",1001 to 5000 Employees,2014,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$5 to $25 million (USD)
Computer System Analyst,$52K - $86K (Glassdoor est.),"Number of Openings
5
Work Location(s)
Houston TX
Education/Experience
Bachelors Degree in a Computer Science or related technical discipline, or the equivalent combination of education, technical certifications or training, or work experience. 2-5 years of directly related computer systems analysis and/or programming experience.
Duration
12 Months

Summary
Our client is seeking a Mid Systems Analyst to join their team. Someone who builds strong relationships with the production support team members. Has excellent communication skills, both written and oral. Able to work within a team or independently
Skills and Competencies
Experience with MS suite, specifically Excel and Access.
Ability to troubleshoot issues and make system changes as needed to resolve issue.
Major Job Duties and Responsibilities
Monitor various web applications, mainframe batch reports, file transfers and connectivity, MicroStrategy reports.
Create mainframe daily cycle reports and communicate via email to MSPSC team.
Application report review/password expiration reminder emails to applicable users.
Work assigned production tickets.
Update various reports and tracking spreadsheets.
Escalate identified production issues timely to Production Support Leads and/or appropriate team player.
Test to software requirements.
Analyze detail systems factors, including input and output requirements, information flow, and reliability characteristics.
Record all inputs and outputs of systems, including file sizes, data bank requirements, variability of information and appropriate statistical measures such as frequency, volume, peaking, etc..
Prepare and update documentation for new or existing systems.
Troubleshoot and provides technical support as needed.
Monitor system effectiveness in satisfying user needs.
Maintain current knowledge of relevant technologies as assigned.
Participate in special projects as required.
Other duties as assigned.
Show less",-1,Honeywell,"Houston, TX",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Data Analyst,$50K - $74K (Glassdoor est.),"Position Description
Harris County Public Health has earned the 2023 Best Place for Working Parents Business Designation.

About Harris County Public Health:
Harris County Public Health (HCPH) includes a network of more than 700 public health professionals working together to improve health outcomes for the third most populous county in the United States. HCPH provides a multitude of services such as medical and dental services, community programming, and health education for the approximately 2.3 million people in unincorporated Harris County. Through its core values of innovation, engagement, and health equity, HCPH strives to bring meaningful solutions to public health issues while keeping Harris County healthy and vibrant.

Position Overview:
The Community Health and Violence Prevention Services Division (CHVPS) oversees the Holistic Assistance Response Team (TEAM), an alternative 911 program in Harris County as well as the RISE Program, which includes community and hospital violence interruption efforts.

Under the matrixed CHVPS division, the CHVPS Data Analyst works with cross functional teams within the division to create reports, build dashboards, and provide analyses that drive programs, division and organizational decision making. This position works with internal and external stakeholders using data to create deliverables that enable the CHVPS programs to use a public health approach to address the root causes of violence, protect, and promote health within the community.

The CHVPS data analyst will collect, analyze, and interpret and present statistical data and will also plan, develop, and report analyses of various efforts to help achieve health equity, health promotion, health protection, and operational excellence.

Duties and Responsibilities:
Responsible for the full life cycle of data analytics to include requirements gathering, analysis design, data collection and cleaning, performing analysis, and reporting findings.
Conducts research, analyzes data, and effectively communicates strategic data-driven recommendations.
Reports analytical findings and key takeaways using a clear and systematic approach.
Performs basic data management, data cleaning, data analysis, and data visualization using tools such as Excel, SQL, R, Python, and PowerBI.
Responsible for identifying, developing, and implementing recommendations to inform future data analytics projects.
Build and maintain relationships with internal and external stakeholders to ensure analyses are aligned with agency requirements; including working closely with the Office of Planning and Innovation on strategy and planning, and evaluation and performance management.
Performs ad-hoc data requests to enable data-driven decision making.
Develops well-crafted presentations as needed.
Other duties as assigned, including special tasks involved in responding to an emergency event.
Harris County is an Equal Opportunity Employer
https://hrrm.harriscountytx.gov/Pages/EqualEmploymentOpportunityPlan.aspx
If you need special services or accommodations, please call (713) 274-5445 or email ADACoordinator@bmd.hctx.net.

This position is subject to a criminal history check. Only relevant convictions will be considered and, even when considered, may not automatically disqualify the candidate.
Requirements
Education:
Bachelor's Degree in Public Health, Computer Science, Data Science, Information Management, Statistics, or other related field.
Experience:
At least two (2) years of data analysis experience.
Knowledge, Skills and Abilities:
Moderate understanding of the principles of public health practice.
Hands on approach to planning and developing analyses that meet the needs of the business users.
Ability to conduct research, identify and understand data, and translate data into information for decision making and recommendations.
Demonstrable ability to communicate effectively in both oral, visual, and written formats, with ability to be efficient and consistently deliver high-quality work under time constraints.
Ability to visualize data and understanding of the principles of data storytelling.
Ability to organize and work independently on time-sensitive projects.
Ability to solve a variety of complex problems in the absence of technical guidelines and when creative thinking is required.

Core Competencies:
Organizational Leadership
Understands the organizational mission
Understands ethics and public good; is concerned with public trust
Demonstrates respect for the opinions and beliefs of others
Collaboration
Contributes to an inclusive workplace where equity, diversity, inclusion, and individual differences are valued and leveraged to achieve the vision and mission
Demonstrates a sense of responsibility for the success of the group
Collaborates with others to improve quality and address needs
Innovation
Ability to adapt to change
Interpersonal Abilities/Personal Characteristics
Treats others with courtesy, sensitivity, and respect
Behaves in an honest, fair, and ethical manner
Assesses and recognizes own strengths and weaknesses
Uses sound judgment
Self-motivated
Organizes and maintains work environment to allow for maximum productivity
Communication
Communicates clearly and effectively, both orally and in writing

NOTE: Qualifying education, experience, knowledge, and skills must be documented on your job application. You may attach a resume to the application as supporting documentation but ONLY information stated on the application will be used for consideration. ""See Resume"" will not be accepted for qualifications.
General Information
Position Type, and Typical Hours of Work:
This is a Regular | Full-Time position
Monday through Friday: 08:00 am to 05:00 pm
May require periodic overnight travel and long hours/overtime during emergencies/disasters
Will require after-hours to support CHVPS divisional outreach efforts
Work Environment:
Work environment is typically in an office environment but may require infrequent travel and interaction with the community at public events.
Physical Demands:
This is a largely sedentary role; however, some duties would require the ability to lift up to 20 pounds and bending & standing for periods at a time.
Work Location:
Harris County Public Health Community Health & Violence Prevention: 1111 Fannin St. Houston, TX, 77002

Employment may be contingent on passing a drug screen and meeting other standards.

Due to a high volume of applications positions may close prior to the advertised closing date or at the discretion of the Hiring Department.

BENEFITS
Harris County offers a competitive benefits program, including comprehensive group health and related benefits plan as well as defined benefit retirement plan.
The following list of benefits is offered only to employees in regular (full-time) positions:
Medical
Dental
Vision
Wellness
Life Insurance
Long-term disability
Employee Assistance Program
10 days of vacation each year for the first five (5) years of service. Accrual rates increase based on years of service.
10 county holidays plus one (1) floating holiday
Professional development opportunities
Dependent Care Reimbursement Plan
Healthcare Reimbursement Account
457 Deferred Compensation Plan
The following benefits are also available to regular (full-time) employment and may be available to part-time employees:
Retirement pension (TCDRS)
Flexible schedules (varies by department)
Transportation Assistance (Metro RideSponsor Program)

In accordance with the Harris County Personnel Regulations, Group Health and related benefits are subject to amendment or discontinuance at any time. Commissioners Court reserves the right to make benefit modifications on the County's behalf as needed.
For plan details, visit the Harris County benefits website:
https://hrrm.harriscountytx.gov/Pages/Medical.aspx
Show less",3.5,Honeywell,"Houston, TX",10000+ Employees,1836,Government,Municipal Agencies,Government & Public Administration,Less than $1 million (USD)
QUALITY ASSURANCE ENGINEER,$97K - $140K (Glassdoor est.),"At Shell Energy Solutions, we believe there’s a better way to power your business and home.
Aligned with Shell’s ambition to be a significant global power business and to become net zero by 2050, our cleaner, affordable and simple solutions help companies manage their energy spend and plan their sustainability roadmap - a fresh approach for environmentally conscious businesses that are looking to boost their sustainability credentials. We also have set out to deliver the very best experience to our customers across all our channels.
Shell Energy Solutions mission is delivering cleaner energy solutions for a brighter tomorrow by guiding customers toward a better energy future, enabling customer choice and by providing market-leading energy solutions.
Going above and beyond for our customers is what we’re all about and we have set out to deliver the very best experience to our customers across all our channels. But bigger challenges lie ahead, and we need to keep moving forward. Are you ready to help us get there?
WHERE YOU FIT IN
We are looking for a conscientious Quality Assurance Engineer to join our growing team of software testing analysts. The hire will be responsible for enhancing and expanding our testing capabilities. The ideal candidate is an experienced tester and bug finder who enjoys critically assessing systems and working with the solution team(s) to deliver solutions that delight the customer.
Reporting into the Quality Assurance and Architect Manager, the role requires self-motivated, conscientious and responsible individual with the ability to perform well under pressure.
JOB DUTIES & RESPONSIBILITIES
Lead QA initiatives within the project/organization assigned
Work with business to align expectations in line with quality practices
Analyze defects, metrics and conduct hand-on testing
Identify automation opportunities and incorporate those opportunities into the general automation implementation/strategy
Other duties as assigned
ESSENTIAL SKILLS & EXPERIENCE
Successful job applicants will be able to perform these functions. Reasonable accommodations will be made to enable individuals with disabilities to perform the essential functions.
5-7 years IT experience in a Software QA or Automation development capacity
Bachelor’s degree in Computer Science or Related fields
2+ years working with Automated testing frameworks and supporting tools such as Selenium, TestNG, Cucumber, Maven and Ranorex
Experience with testing web services (e.g., RESTful APIs) and tools associated (e.g., SOAP UI, Fiddler, Etc.)
Experience operating and delivering in an agile environment such as SAFe/scrum/kanban.
Proficiency use of Microsoft Office programs including Visio, Word, Outlook and strong Excel skills
Experience working with various Test Management solutions such as ALM, Zephyr, TFS Test Module, etc.
Experience in creating/modifying and DB queries from SQL or MongoDB based databases
A successful history of manipulating, processing and extracting value from large, disconnected datasets.
Be a proactive team player - we’re a small team with big ambitions in doing things at speed. As we work across a number of channels, projects, and conflicting priorities, being able to navigate and juggle multiple things on the go is required as well as being proactive enough to anticipate the next steps and actions.
Good communication skills, written and oral, for example ensuring sales agents are kept informed of any delays in turning around pricing requests, or outlining the rationale behind a decision not to approve credit for a customer.
Analytical mindset, demonstrate ability to problem solve and create practical solutions to overcome problems and mitigate risks.
Comfortable working in a target-driven and fast-changing environment, and able to respond to changing business needs
Excellent attention to detail
Excellent analytical, organization and time management skills, with the ability to maintain a strict level of attention to detail
Ability to work well within a team environment and demonstrate a vested interest in team goals and objectives
Excellent interpersonal, verbal and written communication skills, with the ability to establish and maintain positive and effective working relationships
Self-motivated with the desire to consistently improve performance and gain further knowledge
Ability to meet deadlines, learn quickly and demonstrate effective problem solving and follow-up skills
LOCATION & WORK SCHEDULE
Required to be in-person in Houston, TX through a hybrid workplace environment
BENEFITS OF WORKING WITH SHELL ENERGY
Competitive Compensation
Health Care - Medical/Dental/Vision/Prescription Drug Coverage
401(k) with Company Matching Contributions
Flexible Spending Accounts (FSA)
Health Savings Accounts (HSA)
Disability Programs (STD & LTD)
Employee Basic Term Life Insurance
Generous Vacation & Company Holidays
Flexible hybrid working schedule
Training and coaching
Tuition Reimbursement
Paid Parental Leave
And much more!

SHELL ENERGY VALUES
Shell is a company with shared values. Honesty, integrity, and respect aren't simply a strapline: they are part of everything we do. What's more, Shell is an equal opportunities company, and we place the highest possible value on the diversity of our people and our inclusive approach. Join us and you’ll belong to a world where you are proud of your achievements and propel your career with global opportunities. We care deeply about fostering a truly diverse workplace.
Job descriptions are not intended as, nor should be construed to be, exhaustive lists of all responsibilities, skills, efforts, or working conditions associated with a job. They are intended to be accurate reflections of those principal job duties and responsibilities essential for making fair pay decisions about the job.
Show less",4.1,Honeywell,"Houston, TX",10000+ Employees,1907,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD)
Junior IT Business Analyst,$64K - $114K (Employer est.),"Position Information
The Junior Information Technology Business Analyst (BA) will report to the Business Engagement Manager in Information Technology Solutions Portfolio Management Office (ITS PMO). The incumbent will be responsible for the initial intake of project requests and support the IT Governance processes. The Junior BA will conduct analysis and definition of IT work requests, with an overarching responsibility to bridge the gap between IT and business units. This team member must demonstrate good judgment in selecting tools, methods, and techniques working with the business and IT to identify solutions. Working with the business, they will apply business analysis techniques to define the business problem, gather business requirements, formulate appropriate process and IT solutions, and deliver recommendations. They will work with business partners to confirm scope and understanding of project work priorities. The Junior IT BA will help formulate project plans and coordinate efforts on small to medium size projects. This team member will develop and foster positive working relationships between ITS and UCR business units.

This is a 2 YEAR CONTRACT position. Should additional funding be made available in the future, the contract could be extended or the position converted to a career permanent position.

This position is classified as predominantly remote with occasional visits to campus as needed. Working hours will be based on Pacific Standard Time (PST).

The full salary range for the Junior Business Analyst is $30.80 - $54.74 per hour. However, the expected pay scale for this position is UP TO $40.46 per hour. UCR bases salary offers on a variety of considerations, such as education, licensure and certifications, experience, and other business and organizational needs.

Applicants must have current work authorization when accepting a UCR staff position. Currently, UCR is unable to sponsor or take over sponsorship of an employment Visa for staff.

As a university employee, you will be required to comply with all applicable University policies and/or collective bargaining agreements, as may be amended from time to time. Federal, state, or local government directives may impose additional requirements.
Education
Education Requirements
Degree
Requirement

Bachelor's degree in related area and/or equivalent experience/training.
Required


Certifications
Certification
Requirement

Project Mangement Institute Professional in Business Analysis (PMI-PBA)
Preferred

Certified Business Analysis Professional (CBAP)
Preferred


Experience
Experience
Requirement

2 - 4 years of related experience.
Required

Prior experience working at UCR, or higher education institution.
Preferred


Special Conditions
Special Condition
Requirement

Must pass a background check.
Required

Occasional travel for university related business meetings, conferences and/or professional development.
Required

Travel Outside of Normal Business Hours
Required


Minimum Requirements
Demonstrated effective communication and interpersonal skills. Demonstrated ability to communicate technical information to technical and non-technical personnel at various levels in the organization. Interpersonal and communications skills to work with both technical and non-technical personnel at various levels in the organization.
Self-motivated and works independently and as part of a team. Able to learn effectively and meet deadlines. Demonstrates problem-solving skills.
Skills associated with analysis of processes and issues of moderate scope, information flow and architecture.
Knowledge relating to software design.
Intermediate knowledge of related areas of IT.
General knowledge of business and process analysis functions.
Demonstrated testing and test planning skills.
Demonstrated ability to work with others from diverse backgrounds.
Ability to effectively work with individual and/or team in a remote, telecommute environment.
Expert-level proficiency using MS Office suite, including Word, Excel, PowerPoint, Visio.
Preferred Qualifications
Knowledge of business and/or academic operations within a higher education environment.

Effective problem-solving skills and demonstrated ability to develop persuasive arguments.

Experience writing functional and technical specifications, designing testing strategies and defining acceptance criteria.

Experience developing thorough technical needs assessments, impact analysis, and gap analysis.
Additional Information
In the Heart of Inland Southern California, UC Riverside is located on nearly 1,200 acres near Box Springs Mountain in Southern California; the park-like campus provides convenient access to the vibrant and growing Inland region. The campus is a living laboratory for the exploration of issues critical to growing communities' air, water, energy, transportation, politics, the arts, history, and culture. UCR gives every student, faculty and staff member the resources to explore, engage, imagine and excel.

UC Riverside is recognized as one of the most ethnically diverse research universities in the country boasting several key rankings of which we are extremely proud.

UC Riverside is proud to be ranked No. 12 among all U.S. universities, according to Money Magazine's 2020 rankings, and among the top 1 percent of universities worldwide, according to the 2019-20 Center for World University rankings.

UC Riverside is the top university in the United States for social mobility. - U.S. News 2020

UCR is a member of the University Innovation Alliance, the leading national coalition of public research universities committed to improving student success for low-income, first-generation, and students of color.

Among top-tier universities, UC Riverside ranks No. 2 in financial aid. - Business Insider 2019

Ranked No. 2 in the world for research, UCR's Department of Entomology maintains one of the largest collections of insect specimens the nation. - Center for World University Rankings

UCR's distinguished faculty boasts 2 Nobel Laureates, and 13 members of the National Academies of Science and Medicine.



The University of California is an Equal Opportunity/Affirmative Action Employer with a strong institutional commitment to the achievement of excellence and diversity among its faculty and staff. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or any other characteristic protected by law.
Show less",4.1,Honeywell,"Riverside, CA",1001 to 5000 Employees,--,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
"Computer Science Instructor,Part-Time/Adjunct",-1,"Computer Science Instructor,Part-Time/Adjunct

The San José-Evergreen Community College District is seeking a part-time/adjunctComputer ScienceInstructorat Evergreen Valley College.

The instructor's assignment will include the following:

1.Teach courses in assigned discipline by communicating subject matter clearly and effectively.
2.Adapt methodologies for students with special needs and different learning styles.
3.Demonstrate commitment to professional development, including but not limited to activities such as: participation in professional conferences, workshops, seminars, membership in professional organizations, research projects, publishing academic work, participation in statewide committees or organizations, etc.
4.Demonstrate sensitivity in working with students and staff of diverse racial, ethnic, academic and socio-economic backgrounds, sexual orientation, and disabilities by showing respect for differences and the dignity of others.
5.Participate in faculty responsibilities such as: course and curriculum development and review, student learning outcomes and assessment, program review, committees, research and special projects as needed in the discipline/department or district.
6.Attend and participate in department, division and college meetings and keep posted office hours.
7.Meet record keeping obligations on time, e.g. grades, census, reports, rosters, textbook orders, and requisitions.
8.Maintain and provide current course syllabi as required by California Education Code and Board policy.
9.Foster a professional work and learning environment.
10. Perform other duties as required by the Collective Bargaining Agreement.

Minimum Qualifications

EDUCATION AND EXPERIENCE:

1. Master's in computer science or computer engineering

OR

Bachelor's in either of the above

AND

Master's in mathematics, cybernetics, business administration, accounting or engineering

OR

Bachelor's in engineering

AND

Master's in cybernetics, engineering, mathematics, or business administration

OR

Bachelor's in mathematics

AND

Master's in cybernetics, engineering, mathematics, or business administration

OR

Bachelor's degree in any of the above

AND

A master's degree in information science, computer information systems, or information systems

OR

The Equivalent

2. Demonstrated sensitivity, knowledge, and understanding of the diverse academic, socioeconomic, gender, gender identity, cultural, disability, and ethnic backgrounds of the students we serve and sensitivity to and knowledge and understanding of groups historically underrepresented, and groups who may have experienced discrimination.

3. Success integrating diversity as appropriate into the major duties outlined in the job description and in the duties listed in the District's hiring policy; or demonstrated equivalent transferable skills to do so.

Equivalency Information:

Applicants applying under equivalency bear the responsibility of submitting the District's Equivalency Application form with details and evidence of the factors (academic preparation and/or experience) that they believe to be equivalent of the required qualifications as listed on the Job Announcements. Application(s) for equivalency are required if the degrees are not in the exact discipline required for the applicable position, according the California Community College Minimum Qualifications (select link below to review).

NOTE:Equivalency review is for degrees not in the exact discipline, only. If you have a degree earned outside of the United States, a U.S. credential evaluation must be attached with your application materials.
(See *Foreign Degrees section below).

California Community College Minimum Qualifications

https://www.cccco.edu/-/media/CCCCO-Website/About-Us/Divisions/Educational-Services-and-Support/Academic-Affairs/What-we-do/Curriculum-and-Instruction-Unit/Minimum-Qualifications/cccco-2021-report-min-qualifications-a11y.pdf?la=en&hash=AB424D9D2AEDEEBE2A54757BF58ABFC2B852A2F9

District Equivalency Form

http://www.sjeccd.edu/HumanResources/Documents/Equivalency_Application_Form.pdf

Foreign Degree

Degree(s) must have been awarded by a college or university accredited by an accrediting body recognized by the U.S. Council on Post-Secondary Accreditation and/or the U.S. Department of Education.
All degrees and credits earned outside of the United States must have a U.S. evaluation (course by course) of the transcripts and must be submitted with the application.
Degrees earned outside of the U.S. without a U.S. credential evaluation attached, will not be considered.

Salary Placement is based on candidate's verified education and experience.

http://www.sjeccd.edu/district-services/human-resources/salary-schedules
Assignments may include day and evening responsibilities. This position is represented by the San José-Evergreen Community College District Federation of Teachers, AFT 6157.

Please apply using the Direct Link below:

Adjunct/Part-time Faculty
Direct Link:http://sjeccd.peopleadmin.com/postings/1749
Position #F19014, Open and Continuous

Select:
Discipline- Degree Required,
Computer Science

Other part-time instructors are needed to teach classes in other disciplines on an as needed basis.
Please refer tohttp://www.sjeccd.edu/district-services/human-resources/employment-opportunitiesfor a complete list of all employment opportunities at San José-Evergreen Community College District.

jeid-2d977744e6a4e74a99ffc2514e1bbcf4
Show less",3.9,Honeywell,"San Jose, CA",1001 to 5000 Employees,--,College / University,Colleges & Universities,Education,$25 to $100 million (USD)
