Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Jr. Software Development Engineer,$15.00 Per Hour (Employer est.),"Currently enrolled in an accredited college or university.
Majoring in Computer Science, Software Engineering, or related STEM field.
Graduating between June 2025 and June 2027.
Ability to work year-round until graduation (part-time during the school year and full-time during the summer).
Living within commutable distance to our corporate office located in New York, NY and able to work in-person year-round.
Programming experience with at least one modern language such as Java, Python, or C++ including object-oriented design.
Amazon is looking for a highly-motivated Jr. Software Development Engineer (SDE)! Jr. SDEs write real software and collaborate with experienced software engineers who provide guidance and opportunities for ownership on projects that matter to our customers. As a year-round intern, Jr. SDEs become fully integrated into their teams and regularly contribute to impactful deliverables. Your design and code will contribute to solving some of Amazon's most complex technical challenges.

The Jr. SDE role is part of Amazon's Jr Developer Program - a year-round internship opportunity that offers a symbiotic relationship between work and school. Jrs. receive 1:1 mentoring throughout their time in the program, receiving guidance and insight from a full-time Amazonian on their team. Because of the internship's extended tenure, our Jrs. become immersed in an Amazon team and gain real-life technical experience. Flexible part-time schedules during the school year and full-time employment over the summer creates an environment where students can succeed in both their work and their education. Seattle has a growing population of Jrs, allowing for deep connections with fellow students engaged in similar roles.

Upon successful completion of the Jr. Developer Program, the opportunity to apply for a full-time employment will be available at an Amazon corporate site.

Role Highlights:
Part-time work during the school year (16 hours/week)
Full-time work during the summer (40 hours/week)
1:1 mentoring with an experienced Software Engineer
Effective performance management and integrated opportunities for growth
We are open to hiring candidates to work out of one of the following locations:

New York, NY, USA

Previous technical internship(s), if applicable.
Ability to effectively articulate technical challenges and solutions.
Adept at handling ambiguous or undefined problems as well as ability to think abstractly.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $15/hr in our lowest geographic market up to $75.63/hr in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.
Show less",3.7,WebCreek,"New York, NY",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Jr. Software Development Engineer,-1,"Currently enrolled in an accredited college or university.
Majoring in Computer Science, Software Engineering, or related STEM field.
Graduating between June 2025 and June 2027.
Ability to work year-round until graduation (part-time during the school year and full-time during the summer).
Living within commutable distance to our corporate office located in New York, NY and able to work in-person year-round.
Programming experience with at least one modern language such as Java, Python, or C++ including object-oriented design.
Amazon is looking for a highly-motivated Jr. Software Development Engineer (SDE)! Jr. SDEs write real software and collaborate with experienced software engineers who provide guidance and opportunities for ownership on projects that matter to our customers. As a year-round intern, Jr. SDEs become fully integrated into their teams and regularly contribute to impactful deliverables. Your design and code will contribute to solving some of Amazon's most complex technical challenges.

The Jr. SDE role is part of Amazon's Jr Developer Program - a year-round internship opportunity that offers a symbiotic relationship between work and school. Jrs. receive 1:1 mentoring throughout their time in the program, receiving guidance and insight from a full-time Amazonian on their team. Because of the internship's extended tenure, our Jrs. become immersed in an Amazon team and gain real-life technical experience. Flexible part-time schedules during the school year and full-time employment over the summer creates an environment where students can succeed in both their work and their education. Seattle has a growing population of Jrs, allowing for deep connections with fellow students engaged in similar roles.

Upon successful completion of the Jr. Developer Program, the opportunity to apply for a full-time employment will be available at an Amazon corporate site.


We are open to hiring candidates to work out of one of the following locations:

New York, NY, USA

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Our compensation reflects the cost of labor across several US geographic markets. The base pay for this position ranges from $15/hr in our lowest geographic market up to $75.63/hr in our highest geographic market. Pay is based on a number of factors including market location and may vary depending on job-related knowledge, skills, and experience. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, please visit https://www.aboutamazon.com/workplace/employee-benefits. Applicants should apply via our internal or external career site.
Show more",3.7,WebCreek,"New York, NY",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Web Developer,-1,"This position is currently open.
Web Developer
Time Zones: PST, MST, CST, EST (North America)

We're looking for an experienced web developer to build out websites on our platform and others like Wordpress. You will be implementing designs for new websites as well as updating and maintaining existing sites. You must be highly experienced in HTML, CSS, Javascript, PHP, Wordpress, and Adobe Create Suite applications. Experience in ColdFusion or domain management is a big plus.
This is a remote position so you must work well independently while collaborating with our project management team to deliver web projects and applications in a timely manner.
Please provide the following additional information if you are applying.
What are your contractor rates?
How much time can you devote to this role either weekly or monthly?
What other experience do you have with other platforms and coding languages?
Do you have any server management experience? If yes, please elaborate.",-1,WebCreek,Remote,1 to 50 Employees,2015,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD)
Software Engineer – Entry Level,$82K - $91K (Employer est.),"Basic Qualifications :
Requires a Bachelor’s degree in Software Engineering, or a related Science, Engineering or Mathematics field. Agile experience preferred.

CLEARANCE REQUIREMENTS: Department of Defense Secret security clearance is required within a reasonable period of time. Applicants selected will be subject to a U.S. Government security investigation and must meet eligibility requirements for access to classified information. Due to the nature of work performed within our facilities, U.S. citizenship is required.
Responsibilities for this Position:
ROLE AND POSITION OBJECTIVES:
As a software engineer for Maritime & Strategic Systems line of business, you’ll be a member of a cross functional team responsible for developing, deploying, and maintaining advanced submarine and surface ship systems in support of USN and RAN fleets.

We encourage you to apply if you have any of these preferred skills or experiences:
Proficiency in writing software in any or all of the following: C++, Linux, Java, Kubernetes, Microservices, Javascript (React/Redux)
Proficient understanding of software engineering concepts, principles, and theories
Knowledge of using development kits and software modeling tools
Integrity, a strong work ethic and discipline
What sets you apart:
Clear understanding of the software engineering concepts, principles, theories, software development process, and agile methodology
Clear understanding of the software development process, with agile experience
Ability to grasp and apply new information quickly and handle increasing responsibilities with growing complexity
Team player who thrives in collaborative environments and revels in team success
Commitment to ongoing professional development for yourself and others
Our Commitment to You:
An exciting career path with opportunities for continuous learning and development.
Research oriented work, alongside award winning teams developing practical solutions for our nation’s security
Flexible schedules with every other Friday off work, if desired (9/80 schedule)
Competitive benefits, including 401k matching, flex time off, paid parental leave, healthcare benefits, health & wellness programs, employee resource and social groups, and more
See more at gdmissionsystems.com/careers/why-work-for-us/benefits
Workplace Options:
This position is fully On-site, or Hybrid/Flex as desired.
While on-site, you will be a part of the Pittsfield, Massachusetts facility.

#LI-Hybrid
Salary Note: This estimate represents the typical salary range for this position based on experience and other factors (geographic location, etc.). Actual pay may vary. This job posting will remain open until the position is filled. Combined Salary Range: USD $81,636.00 - USD $90,565.00 /Yr. Company Overview:
At General Dynamics Mission Systems, we rise to the challenge each day to ensure the safety of those that lead, serve, and protect the world we live in. We do this by making the world’s most advanced defense platforms even smarter. Our engineers redefine what’s possible and our manufacturing team brings it to life, building the brains behind the brawn on submarines, ships, combat vehicles, aircraft, satellites, and other advanced systems.

We pride ourselves in being a great place to work with this shared sense of purpose, committed to a diverse and exciting employee experience that drives innovation and creates a community where all feel welcome and a part of something amazing.

We offer highly competitive benefits and a flexible work environment where contributions are recognized and rewarded. To see more about our benefits, visit https://gdmissionsystems.com/careers/why-work-for-us/benefits

General Dynamics is an Equal Opportunity/Affirmative Action Employer that is committed to hiring a diverse and talented workforce. EOE/Disability/Veteran
Show less",3.9,WebCreek,"Pittsfield, MA",10000+ Employees,1952,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD)
Jr. Software Developer,$78K - $92K (Employer est.),"Date de publication 12/07/2023
Emplacement Boston | États-Unis
Entreprise Worldline

Jr. Software Developer
Location: Boston, MA (Hybrid)
Total compensation range: 78,000 - 92,000 USD
We are the innovators at the heart of the payments technology industry, shaping how the world pays and gets paid. The solutions our people build today power the growth of millions of businesses tomorrow. From your local coffee shop to unicorn companies and international banks. From San Francisco to Auckland. We are in every corner of the world, in every part of commerce. And just as we help our customers accelerate their business, we are committed to helping our people accelerate their careers. Together, we shape the evolution of payments.
We strive to deliver a high quality, reliable, Payment Acceptance Platform via a SAAS model. The Software Developer is the key player within the engineering team who ensures the platform is of the highest quality and reliability by participating in the ownership of the team and its deliverables and showing the following core competencies.
The opportunity
Work with other developers to design, code, test, and document distributed software applications
Take part in an agile environment and the practice of iterative and incremental changes
Contribute to and lead translation of product requirements into reliable, scalable, and maintainable software designs for you and your team to implement
Develop your skills as a technical expert, a mentor, and also as a mentee through peer code reviews and other collaborative software practices
Coordinate with production operations teams to help with ad-hoc troubleshooting and client support during regular business hours
Contribute to software quality by writing unit tests and working with QA on the automated test suite
Who you are
We look for big thinkers. People who can drive positive change, step up and show what’s next – people with passion, can-do attitude and a hunger to learn and grow. In practice, this means:
You have a Bachelor’s degree or equivalent experience in a Software Development related field
2+ years working in a Software Development related field
You’ve got substantial knowledge of Object Oriented languages with experience in C#/Java
Proficiency in programming with frontend languages and frameworks with experience in Angular/iOS/Android will be a plus
You can write SQL and can manage a database (SQL Server)
You have experience with unit and functional test frameworks and can verify the correctness of code you write
You thrive in a highly collaborative environment and have excellent verbal and written communication skills.
Please note, that Worldline requires that all candidates have legal eligibility to work in and be willing to undergo a background check upon offer/prior to hire.
Who we are:
Shape the evolution
We are on an exciting journey toward the next frontiers of payment technology, and we look for big thinkers, people with passion, a can-do attitude, and a hunger to learn and grow. Here you’ll work with ambitious colleagues from around the world, take on unique challenges as a team, and make a real impact on society. With an empowering culture, strong technology, and extensive training opportunities, we help you accelerate your career - wherever you decide to go. Join our global team of 18,000 innovators and shape a tomorrow that is yours to own.
Affirmative Action Plan and Equal Employment Opportunity Statement
Worldline provides equal employment opportunities to all individuals regardless of their race, colour, creed, religion, gender, age, sexual orientation, gender identity, national origin, disability, veteran status, or any other characteristic protected by state, federal, or local law. Further, the company takes affirmative action to ensure that applicants are employed, and employees are treated during employment without regard to any of these characteristics. Discrimination of any type will not be tolerated.
Learn more about life at Worldline at careers.worldline.com
Show less",3.7,WebCreek,"Boston, MA",10000+ Employees,1973,Company - Private,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD)
Frontend Developer,$100K - $140K (Employer est.),"Location
Santa Clara
Type
Full time
Department
Engineering
Front End
Compensation
Tier 1
$100K – $140K
We value providing opportunities for professional growth, and hence, we typically refrain from offering at the upper limit of the salary range. This approach allows for future development within the role, ensuring that compensation can be adjusted to reflect an individual's advancing skills and contributions to the team while maintaining internal fairness.

Overview
Application
Today’s growth leaders are powering their B2B selling with LeanData, the gold standard in modern revenue orchestration and an essential element of the modern RevTech stack.

What you’ll be doing:
Collaborate to develop new products and features for our Salesforce.com SaaS application
Design and develop a processing platform using various configuration management technologies
Collaborate cross-functionally with business users, project managers, and other engineers
Provide recommendations for continuous improvement from a technical perspective and product implementation direction
Provide ongoing maintenance, support, and enhancements in existing systems and platforms
Requirements
1-2 years of experience
Proficiency in a major JavaScript framework (React, Angular, etc.)
Solid understanding of core javascript principles and frontend design principles
Keen UI/UX sensibility for best practices
Ability to understand customer needs and translate those into software features
Thrive in a fast-paced environment in a rapidly growing startup
Bachelor’s degree in Computer Science, Computer Engineering, or related field
Bonus points if you have:
Experience with Angular (v8 or newer)
Knowledge of jQuery, SASS/SCSS, typescript, and backbone.js framework is a plus
Knowledge of Salesforce.com applications preferred
Experience working with REST APIs and asynchronous services
Experience working in an evolving, high growth environment
Why work at LeanData:
Stock options in LeanData for all full-time employees
Flexible PTO
Employee insurance premiums up to 90%
401K plan
The salary range for this role is between $100,000 and $140,000 depending on skills, location and experience.

We warmly welcome into the LeanData family all persons without regard to ethnic and racial identity, indigenous heritage, national origin, religion, gender, gender identity, gender expression, sexual orientation, age, disability, marital status, veteran status, genetic information, or any other legally protected status.
Show less",4.4,WebCreek,"Santa Clara, CA",201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD)
Software Engineer,$62K - $106K (Employer est.),"The world isn’t standing still, and neither is Allstate. We’re moving quickly, looking across our businesses and brands and taking bold steps to better serve customers’ evolving needs. That’s why now is an exciting time to join our team. You’ll have opportunities to take risks, challenge the status quo and shape the future for the greater good.

You’ll do all this in an environment of excellence and the highest ethical standards – a place where values such as integrity, inclusive diversity and accountability are paramount. We empower every employee to lead, drive change and give back where they work and live. Our people are our greatest strength, and we work as one team in service of our customers and communities.

Everything we do at Allstate is driven by a shared purpose: to protect people from life’s uncertainties so they can realize their hopes and dreams. For more than 89 years we’ve thrived by staying a step ahead of whatever’s coming next – to give customers peace of mind no matter what changes they face. We acted with conviction to advocate for seat belts, air bags and graduated driving laws. We help give survivors of domestic violence a voice through financial empowerment. We’ve been an industry leader in pricing sophistication, telematics, digital photo claims and, more recently, device and identity protection.

We are the Good Hands. We don’t follow the trends. We set them.
SAP Job Title: ENT-Software Engineer-Sr Cons I
Band: C1
FLSA Status: Exempt
Job Code: 70020559
Revised Date: 05/10/2023
Job Summary:
Software Engineer Sr Consultant I implement applications following 12-factor principles to build out the product and iterative enhancements. They own the full stack of software products; developing and implementing frontends (web or mobile), and backend services. They leverage test driven development and continuous integration to ensure agility and quality of products. They actively participate in the decision-making process of the team ensuring that the simplest appropriate technology and design is chosen to meet user needs.
Key Responsibilities:
Participates in iteration planning meetings ensuring that the team has a common understanding of each story and chores in a team s backlog
Participates in daily site, cross-site, and product team standups
Participates in retrospectives to gather feedback and derive actionable items to improve the team and the product
Participate in executing the strategy, keeping the customer needs and wants in mind
Collaborates within the team in designing systems and apps
Practices daily paired programming and test-driven development in writing software and building products
Establishes continuous integration, continuous delivery, and continuous deployment pipelines and practices
Support software products in user environments
Participates in knowledge sharing, and contributes to the overall growth of the collective knowledge of the team
Supervisory Responsibilities:
This job does not have supervisory duties.
Education and Experience:
4 year Bachelors Degree (Preferred)
3 or more years of experience (Preferred)
In lieu of the above education requirements, an equivalent combination of education and experience may be considered.
Certificates, Licenses, Registrations:
No Certification, License or Registration is required for the job.
Functional Skills:
Strong understanding of computer science concepts, object-oriented design principles
Experience developing software in different programming languages, and demonstrated ability to quickly learn new languages, including but not limited to Java (Spring), .NET, Ruby, Python, Golang, and Javascript
Experience in backend development design and implementation; database (relational, NoSQL, caching), messaging and big data development, implementation and optimization
Experience in responsive web front end / single page application development using modular JavaScript including apps targeted for mobile devices
Hands on experience on modern JavaScript tools such as Webpack, Babel, ESLint, Gulp, NPM, Bower, Browserify, Grunt and similar technologies
Notes:
The preceding description is not designed to be a complete list of all duties and responsibilities. May be required to perform other related duties as assigned. Regular, predictable attendance is an essential function of this job.
Compensation offered for this role is $61,500.00-$105,750.00 per year and is based on experience and qualifications.
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary – but that’s just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you’ll have access to a wide variety of programs to help you balance your work and personal life - including a generous paid time off policy. For a full description of Allstate’s benefits, visit https://www.allstate.jobs/benefits/

Learn more about life at Allstate. Connect with us on https://www.facebook.com/Allstate, https://www.instagram.com/allstate/, https://twitter.com/allstate and LinkedIn or watch a video.

#LI-MK1

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click “here” for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click “here” for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “here”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click “here”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.
Show less",3.4,WebCreek,"Chicago, IL",10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD)
Junior Programmer,-1,"VolumeTek - Somerset, NJ (job sites throughout the U.S. based on contract locations) - Convert project specifications into flow charts for coding. Develop & write comp. programs. F/T, Will pay prevailing rate. Bachelor?s degree in computer-related field. 2yrs of exp in the job offered or any computer related position. 3yrs of college in any field of study & 1yr of post-graduate computer related study may substitute for a bachelor?s degree in computer related field. Must be willing to relocate throughout the U.S. E-mail resume to jobs@VolumeTek.com(Write ""Job Posting"" in the subject line)
Show less",-1,WebCreek,"Somerset, NJ",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Software Front End Engineer,$85K - $141K (Glassdoor est.),"Mitsubishi Power Americas, Inc. is looking for a Software Front End Engineer, this position is remote.

Summary

The Software Front End Engineer will be responsible for designing and developing the front end-user interface (Angular 16) utilizing industry best practices for both web and mobile platforms. The position is also responsible for assisting in evaluating and consulting on the acquisition of new software and application services that align with the overall business needs and objectives of Mitsubishi Power.

Essential Duties & Responsibilities

Collaborate with experienced cross-disciplinary Mitsubishi personnel to conceive, design, and develop innovative products and services.
Design and code the right solutions starting with broadly defined problems.
Meet project deadlines as indicated in a project plan and assigned tasks.
Able to estimate work for defined features.
Commit code with detailed note working with source control mechanisms.
Perform other such duties as may be required.

Other Duties & Responsibilities

Comply with all safety policies, practices and procedures reporting all unsafe activities to Management and/or Human Resources.
Participate in proactive team efforts to achieve departmental and company goals.
Contribute to building a positive team spirit.
Communicate effectively with subordinates and management at all levels.
Protect confidential information by not communicating, disclosing to, or using for benefit of third parties.
Comply with all company policies and procedures.
Always maintain the highest degree of honesty and integrity.

Knowledge, Skills, & Education

Education and/or Experience: Bachelor’s degree in computer science from an accredited college or university or technical institution; or equivalent combination of education and experience.
Language Skills: Ability to read and comprehend simple instructions, short correspondence, and memos. Ability to write simple correspondence. Ability to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.
Mathematical Skills: Ability to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. Ability to compute rate, ratio, and percent and to draw and interpret bar graphs.
Reasoning Ability: Ability to troubleshoot to define ad identify problems. Collect data, establish facts, and draw valid conclusions to take prompt corrective actions.
Computer Skills: To perform this job successfully, an individual should have knowledge of Internet software; Spreadsheet software and Word Processing software.
Technical Skills: 3 plus years of professional experience with at least one modern JavaScript
framework (Angular, React, Vue)
o Experienced in UI/UX design for attractive, intuitive displays
o Thorough understanding of both client and web application architectures
o Preferred experience with TypeScript – Angular framework, Python – Django
framework, Docker, Git, MySQL, MongoDB, and Azure deployment

Why Should You Apply?

Excellent Benefits (Medical, Dental, Vision & 401K Matching)
Excellent growth and advancement opportunities
Tuition reimbursement and on-the-job training
Paid vacation, sick time, and holidays
Committed to quality product and services
Great working environment and culture
Employee Appreciation Programs and Events

Mitsubishi is an Equal Employment Opportunity (EEO) employer actively seeking to diversify the workforce and is committed to a policy of equal employment opportunity. Therefore, all qualified applicants regardless of race, color, religion, gender, sexual orientation, gender identity, national origin, disability, veteran status, or any other legally recognized protected basis under applicable law, are strongly encouraged to apply.
Show less",3.9,WebCreek,"Orlando, FL",10000+ Employees,1954,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD)
2024 Entry Level Software Engineer,$61K - $98K (Employer est.),"Job Description
You don’t see it, but it’s there. Our employees work on the world’s most advanced electronics – from saving emissions in the City of Lights to powering the Mars Rover to protecting the F-35 fighter jet! At Electronic Systems, you’ll be among the brightest minds, working on the Defense and Space software industry’s most difficult problems. Drawing strength from our differences, we’re innovating for the future. And you can, too.

Our flexible work environment provides you a chance to change the world without giving up your personal life. We put our customers first – exemplified by our missions: “We Protect Those Who Protect Us®” and “We Innovate For Those Who Move The WorldTM.” Sound like a team you want to be a part of? Come build your career with us.

BAE Systems is looking for an entry level/junior Software Engineer (<1 year experience). The qualified candidate will work in a rapid development environment as part of a multi-disciplinary team. Tasks may include coding, debugging, and integrating software, as well as the integration, regression, and requirement testing of complex SW/HW systems. This position may require business travel in support of product demonstrations, software installation, and system testing.
The qualified candidate will have the opportunity to work with platforms and mission applications for intelligence and defense customers with domain emphasis on Geospatial Intelligence, Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR), and Mission Management.

In Command, Control, Communications, Computers, Intelligence, Surveillance, and Reconnaissance (C4ISR) solutions, you’ll help develop systems that sense, control, exploit and disseminate actionable information to warfighters supporting a variety of missions.
An exciting future at BAE Systems awaits and it starts with Year One:
Beyond exciting work, each college hire in engineering will be part of our Year One (YO) program - a unique and tailored experience to support your new engineering career.
You will join other first year hires in a curated YO program, in addition to your program team, creating strong connections with your peers and leadership as you develop and navigate your journey here at our company!
The Year One program consists of team bonding events, networking opportunities, training activities, self improvement modules, and more!
You will have a peer mentor to help guide you and provide support every step of the way.
You will have an experienced team fully dedicated to supporting you and your first steps in your engineering career.

Please note that pursuant to a government contract, this specific position requires US citizenship status

Pay Information:

Salary Range: $61,050 - $97,680
Please note: This range is based on our market pay structures. However, individual salaries are determined by a variety of factors including, but not limited to: business considerations, local market conditions, and internal equity, as well as candidate qualifications, such as skills, education, and experience.
Employee Benefits: At BAE Systems, we support our employees in all aspects of their life, including their health and financial well-being. Regular employees scheduled to work 20+ hours per week are offered: health, dental, and vision insurance; health savings accounts; a 401(k) savings plan; disability coverage; and life and accident insurance. We also have an employee assistance program, a legal plan, and other perks including discounts on things like home, auto, and pet insurance. Our leave programs include paid time off, paid holidays, as well as other types of leave, including paid parental, military, bereavement, and any applicable federal and state sick leave. Employees may participate in the company recognition program to receive monetary or non-monetary recognition awards. Other incentives may be available based on position level and/or job specifics.

Required Education, Experience, & Skills
Bachelor's degree in engineering / technical discipline
Ability to be granted a security clearance by the Federal Government
GPA 3.0 and above (cumulative and major)
Proficiency in multiple high level programming languages (e.g., C++, Java, C#, etc.)
Proficiency in development and scripting languages (e.g., Python, node, js, JavaScript, UML, JSON, XML, HTML, CSS, etc.)
Understanding and skills in software design and code, including Object Oriented Analysis & Design (OOAD) and fully understand concepts of Object Oriented Programming
Team player with a proactive attitude, the ability to be productive in a dynamic / collaborative environment (e.g.., open seating arrangement) and strong oral and written communication skills

Preferred Education, Experience, & Skills
Software related intern, work, or hobby experiences (e.g., software development, IA, web development, etc.)
Operating Systems (e.g., UNIX/Linux and/or Windows and .Net, Android)
Database tools and design (e.g., Accumulo/HDFS, Oracle, Postgres, SQL, MongoDB, AllegreGraph, NoSQL, RDF, and/or SPARQL)
Development tools and services (e.g., MS Visual Studio, Eclipse, jBuilder, Spring Framework, jBoss, Hibernate, Apache, Tomcat, Maven, and/or automated test tools)
Familiarity with current Web UI frameworks and tools such as Bootstrap, Foundation, Angular, and/or Ember
Exposure to, or awareness of, cybersecurity concepts, open source, cloud and virtualization software and services, configuration management tools (Subversion, Git), and/or different development methodologies (agile, waterfall, etc)

Pay Information
Full-Time Salary Range: $61050 - $97680

Please note: This range is based on our market pay structures. However, individual salaries are determined by a variety of factors including, but not limited to: business considerations, local market conditions, and internal equity, as well as candidate qualifications, such as skills, education, and experience.

Employee Benefits: At BAE Systems, we support our employees in all aspects of their life, including their health and financial well-being. Regular employees scheduled to work 20+ hours per week are offered: health, dental, and vision insurance; health savings accounts; a 401(k) savings plan; disability coverage; and life and accident insurance. We also have an employee assistance program, a legal plan, and other perks including discounts on things like home, auto, and pet insurance. Our leave programs include paid time off, paid holidays, as well as other types of leave, including paid parental, military, bereavement, and any applicable federal and state sick leave. Employees may participate in the company recognition program to receive monetary or non-monetary recognition awards. Other incentives may be available based on position level and/or job specifics.

About BAE Systems Electronic Systems
BAE Systems, Inc. is the U.S. subsidiary of BAE Systems plc, an international defense, aerospace and security company which delivers a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Improving the future and protecting lives is an ambitious mission, but it’s what we do at BAE Systems. Working here means using your passion and ingenuity where it counts – defending national security with breakthrough technology, superior products, and intelligence solutions. As you develop the latest technology and defend national security, you will continually hone your skills on a team—making a big impact on a global scale. At BAE Systems, you’ll find a rewarding career that truly makes a difference. Electronic Systems (ES) is the global innovator behind BAE Systems’ game-changing defense and commercial electronics. Exploiting every electron, we push the limits of what is possible, giving our customers the edge and our employees opportunities to change the world. Our products and capabilities can be found everywhere – from the depths of the ocean to the far reaches of space. At our core are more than 14,000 highly talented Electronic Systems employees with the brightest minds in the industry, we make an impact – for our customers and the communities we serve.

Our Commitment to Diversity, Equity, and Inclusion:
At BAE Systems, we work hard every day to nurture an inclusive culture where employees are valued and feel like they belong. We are conscious of the need for all employees to see themselves reflected at every level of the company and know that in order to unlock the full potential of our workforce, everyone must feel confident being their best, most sincere self and be equipped to thrive. We provide impactful professional development experiences to our employees and invest in social impact partnerships to uplift communities and drive purposeful change. Here you will find significant opportunities to do meaningful work in an environment intentionally designed to be one where you will learn, grow and belong.
Show less",4.0,WebCreek,"San Diego, CA",10000+ Employees,1999,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
