Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Java / ReactJS Application Developer,-1,"Accenture Flex offers you the flexibility of local fixed-duration project-based work powered by Accenture, a leading global professional services company. Accenture is consistently recognized on FORTUNE's 100 Best Companies to Work For and Diversity Inc's Top 50 Companies For Diversity lists.
As an Accenture Flex employee, you will apply your skills and experience to help drive business transformation for leading organizations and communities. In addition to delivering innovative solutions for Accenture's clients, you will work with a highly skilled, diverse network of people across Accenture businesses who are using the latest emerging technologies to address today's biggest business challenges.
You will receive competitive rewards and access to benefits programs and world-class learning resources. Accenture Flex employees work in their local metro area onsite at the project, significantly reducing and/or eliminating the demands to travel.
Key Requirements:
Knowledge of object oriented design and architecture
3 years of ReactJS experience
7 years working with full stack Java and Spring Boot
Detail oriented, with the ability to check your work and document your processes on a fixed schedule.
Experience working with source control
Ability to troubleshoot and diagnose problems quickly and communicate proposed solutions
Excellent written and verbal communication skills
Designing and executing test plans and performing gap analysis to ensure that business requirements and functional specifications are tested and fulfilled
Strong analytical and problem solving skills
Good Communication skills
*****Hybrid Onsite location is Newark, DE (preferred) or Kennesaw, GA

Basic Qualifications:
Minimum 3 years of ReactJS experience
Minimum 7 years of Java experience (secondary skill)
Some Kafka experience
Associate's degree
Preferred Qualifications:
Desired Skills – Spring Boot
Bachelor's degree
Compensation at Accenture varies depending on a wide array of factors, which may include but are not limited to the specific office location, role, skill set, and level of experience. As required by local law, Accenture provides a reasonable range of compensation for roles that may be hired in California, Colorado, New York, or Washington as set forth below. We accept applications on an on-going basis and there is no fixed deadline to apply. Information on benefits is here.
Role Location
California – $57.69 - $67.69
Colorado – $57.69 - $67.69
New York – $57.69 - $67.69
Washington – $57.69 - $67.69
#LI-NA

What We Believe

We have an unwavering commitment to diversity with the aim that every one of our people has a full sense of belonging within our organization. As a business imperative, every person at Accenture has the responsibility to create and sustain an inclusive environment.

Inclusion and diversity are fundamental to our culture and core values. Our rich diversity makes us more innovative and more creative, which helps us better serve our clients and our communities. Read more here

Equal Employment Opportunity Statement

Accenture is an Equal Opportunity Employer. We believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion or sexual orientation.

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Accenture is committed to providing veteran employment opportunities to our service men and women.

For details, view a copy of the Accenture Equal Employment Opportunity and Affirmative Action Policy Statement.

Requesting An Accommodation

Accenture is committed to providing equal employment opportunities for persons with disabilities or religious observances, including reasonable accommodation when needed. If you are hired by Accenture and require accommodation to perform the essential functions of your role, you will be asked to participate in our reasonable accommodation process. Accommodations made to facilitate the recruiting process are not a guarantee of future or continued accommodations once hired.

If you would like to be considered for employment opportunities with Accenture and have accommodation needs for a disability or religious observance, please call us toll free at 1 (877) 889-9009, send us an email or speak with your recruiter.

Other Employment Statements

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States.

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

The Company will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. Additionally, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the Company's legal duty to furnish information.
Show less",3.9,WebCreek,"Philadelphia, PA",10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Video Game Designer,$5K (Employer est.),"Primary duties:
A video game designer designs and storyboards new features and collaborates with the development team to create new video games. Video game designers come up with the games' concepts, characters, settings, storyline, and gameplay and work alongside the game's development team to bring their ideas to life.
Game Designer Responsibilities:
Creating innovative games for entertainment or educational purposes.
Conceptualizing and developing characters, rules, settings, and stories for new games.
Pitching new game ideas to executives and clients.
Managing multiple teams and projects.
Prototyping new games.
Following industry trends and good practices.
Monitoring work and cash flows.
Developing design and gaming protocols.
Doing quality control.
Game Designer Requirements:
Bachelor's degree in game design, computer science, or computer engineering.
Enthusiasm and knowledge of the industry.
Relevant certification in programming languages.
Show less",-1,WebCreek,"McHenry, ND",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Application Developer (Entry-Level),-1,"Location
North America, Work From Home

Job Description
We are looking for a detailed and motivated person to grow within our organization who has knowledge of and exposure to web application development using languages such as C#, Angular or React, and other related technologies used to implement web-based applications. Candidate must be able to work in a team setting, follow agile development, and must have strong database, analytical, and conceptual skills.
Job Responsibilities
Work with team members to develop web applications based on Microsoft .Net, SQL Server, Angular, jQuery and other related technologies.
Provide software development life cycle support, including conduct of technical requirements analysis, design, development, performance measurement, verification and validation, deployment, change management, and transition.
Configure, debug, test, and document new applications and enhancements, including but not limited to forms, reports, underlying logic, and interface components on development projects as assigned.
Work in a disjoint team environment spread out in multiple time zones using agile development processes and deliver work on time and within budget.
Follow up with issues in an efficient manner, including working hand-in-hand with Quality Assurance, Project Management, and/or senior developers.
Regularly communicate project progress, issues, and risks to team and managers.
Regularly learn and adapt to new languages and technologies.
Be client-facing and regularly communicate with product owners.
Job Requirements
Minimum one year of prior work experience in programming or related field.
Have good understanding and exposure to web application development.
Have good understanding and exposure to Microsoft .NET, C#, Angular or React.
Possess good communication skills.
Completed a minimum of a four-year related or advanced degree in a related field.
Willingness to take coding bootcamps to continue knowledge development and career growth.
Benefits
Competitive base salary
Additional compensation through flextime and bonus
Business expense reimbursement
401K and Profit Sharing
Medical, dental, and vision insurance
Group life insurance
Ongoing education
Fitness program
Emerging tech
Northbrook office, West Loop office, or Work from home
Show less",4.2,WebCreek,United States,51 to 200 Employees,2002,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Application Developer (Entry-Level),-1,"Location
North America, Work From Home

Job Description
We are looking for a detailed and motivated person to grow within our organization who has knowledge of and exposure to web application development using languages such as C#, Angular or React, and other related technologies used to implement web-based applications. Candidate must be able to work in a team setting, follow agile development, and must have strong database, analytical, and conceptual skills.
Job Responsibilities
Show more",4.2,WebCreek,United States,51 to 200 Employees,2002,,,Information Technology,$5 to $25 million (USD)
Junior Software Engineer,-1,"ABOUT US:

We are Alter Domus. Our name means “The Other House” and we’re a world leading provider of integrated solutions for the alternative investment industry. We believe in being different. Here, you progress on merit, not who you know. You speak openly, whoever you’re speaking to. And it’s your freedom to decide which cutting-edge kind of finance professional you want to be. Join more than 4,100 fund administration, accounting, tax, loan administration and legal experts worldwide and take pride in being alternative.

Alter Domus clients include the world’s leading asset managers, lenders and asset owners. We’re specialists who use the most innovative technologies to create unparalleled solutions for the private equity, real assets and debt capital markets sectors. This is where standout talent advances what’s possible in fund administration, corporate services, depositary services, transfer pricing, domiciliation, management company services, loan administration, agency services, trade settlement and CLO manager services.

JOB DESCRIPTION:
You are part of a global team developing and operating high-volume data processing services that serve our clients in financial services and other industries.
You learn our technology stack, our systems architecture, and our business to interact with other developers, business analysts, and quality assurance teams.
You work closely with senior engineers on operations and development teams to:
Ensure our production services are operating within parameters, resolving or escalating issues as necessary.
Develop features and fixes for a dynamic and complex application deployed on a major cloud provider.

QUALIFICATIONS
Bachelor degree (or equivalent) in Computer Science, Software Engineering, Computer Information Systems, or a related field.
1-2 years working experience or equivalent contributions to open source, academic, or personal projects.
Experience with one or more of .NET, C#, React, Helm, Kubernetes, Entity Framework, relational databases, MongoDB, gRPC, Protocol Buffers, Prometheus, Grafana is an asset.
Understanding of root cause analysis and resolution.
Passion for hands-on software development and modern software architecture.
Strong interpersonal and communication skills with the ability to interact effectively with others, particularly in a remote work environment.
Fluent oral and written communication skills in English is an asset.

WHAT WE OFFER:
Here are some of the benefits we provide:
401(k) savings plan with 100% employer match up to 6%
Flexible paid time off from 27-35 days paid off per year, depending on your level
11 paid holidays
Paid birthday off
Generous parental leave for both parents
Health care coverage for as little as $25 per month
Flexible Hybrid working environment
Comprehensive training through our acADemy training program
Dedicated people manager and coach focused on your career
As well as many more…

Alter Domus is an Equal Opportunity Employer: All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected veteran status.

#LI-JR2
Show less",3.4,WebCreek,United States,1001 to 5000 Employees,2003,Company - Private,Accounting & Tax,Financial Services,Unknown / Non-Applicable
Software Engineer (Remote),$89K - $126K (Glassdoor est.),"Position Purpose:
The Software Engineer is responsible for assisting in developing and designing a product that Home Depot customers and associates will love. As a Software Engineer, you will be part of a dynamic team with engineers of all experience levels who help each other build and grow technical and leadership skills while creating, deploying, and supporting production applications. In addition, Software Engineers may be involved in product configuration, security, resilience, performance tuning and production monitoring.

Key Responsibilities:
60% Delivers and Executes - Assists in developing, testing, deploying, and maintaining software; Follows best practices established by the organization and participates in improvement conversations; Consistently helps the team achieve results, even under tough circumstances
20% Learns and Grows - Learns through successful and failed experiment when tackling new problems; Actively seeks ways to grow and be challenged using both formal and informal development channels
20% Plans and Aligns - Builds partnerships and works collaboratively with others to meet shared objectives; Collaborates with other team members in agile processes; Relates openly and comfortably with diverse groups of people

Direct Manager/Direct Reports:
This position typically reports to Software Engineer Manager or Sr. Manager
This position has 0 Direct Reports

Travel Requirements:
No travel required.

Physical Requirements:
Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.

Working Conditions:
Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.

Minimum Qualifications:
Must be eighteen years of age or older.
Must be legally permitted to work in the United States.

Preferred Qualifications:
Exposure to front end technology such as HTML, CSS, and Javascript/Typescript frameworks
Exposure to an object-oriented programming language (preferably Java)
Exposure to source code version control
Exposure to Relational or noSQL database technology
Exposure to cloud computing techniques
Exposure to CI/CD tools
Exposure to microservice-based architecture

Minimum Education:
The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.

Preferred Education:
No additional education

Minimum Years of Work Experience:
1

Preferred Years of Work Experience:
No additional years of experience

Minimum Leadership Experience:
None

Preferred Leadership Experience:
None

Certifications:
None

Competencies:
Global Perspective
Manages Ambiguity
Nimble Learning
Self-Development
Collaborates
Cultivates Innovation
Situational Adaptability
Communicates Effectively
Drives Results
Interpersonal Savvy
Show less",3.8,WebCreek,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD)
Software Developer,$66K - $95K (Glassdoor est.),"Overview:
We are seeking a knowledgeable IT professional to develop and integrate IT systems. The right candidate will take the hassle out of resolving technical problems related to both hardware and software to maximize the value of technology in our business. Additionally, the candidate will become an expert on the functional side of the business applications. We are further looking for superior people skills, technical expertise, and an aptitude for problem-solving.
Responsibilities:
Develop specifications required to meet business objectives
Provide strategic advice on using technology to achieve goals
Support technological & functional implementations
Coding and debugging of new and existing applications
Work with end users to solve business and technology problems
Challenge and enhance business processes and workflows
Qualifications:
Minimum 5 years of relevant experience
Experience with multiple operating systems, databases, and programming languages
Skillful in SQL
Experience with project management software and methodologies
A team player with excellent communication and presentation skills
Customer service orientation
Interpersonal skills
BSc/BA in computer science, IT or relevant field
Steel Dynamics Inc. is an equal opportunity employer.

#ZR #SDC22
Show less",4.3,WebCreek,"Fort Wayne, IN",5001 to 10000 Employees,1993,Company - Public,Metal & Mineral Manufacturing,Manufacturing,$5 to $10 billion (USD)
Junior Developer,-1,"TSPi Position Description
TSPi is actively seeking a Junior Developer to join our team and support our government client.
TSPi excels in meeting the needs of our partners (clients) by offering advanced technology solutions utilizing our industry specific knowledge, iterative Agile approach, our commitment, and passion to serve, collaborative and fun team atmosphere, and pride in our work.
Our Junior Developer position is great for an individual who is self-motivated, has a love of learning, and is collaborative. In this position you will help develop web-based applications for our business partners, collaborate with team members on a large application development and work with a high-energy development team.
Responsibilities:
Apply coding/implementation best practices to produce high-quality and reusable code utilizing Java
Implement software products
Collaborate with the customer product team in creation of acceptance criteria for stories following agile practices
Develop manual and automated tests
Regularly archive source code in GIT/code repository
Interface with geographically disperse teams across the United States
Desired Experience/Skills:
Experience working in a team setting
Technical understanding of fundamental application development methods & coding structure.
Computer Science or related specialization preferred
Excellent communication and organizational skills
Flexibility and adaptability
Ability to research and problem-solve

Equal Employment Opportunity Statement:
TSPi is an equal-opportunity employer and is committed to providing an inclusive, diverse, and equitable workplace. We welcome and celebrate the diversity of our workforce, and we strive to create an environment where all employees feel valued and can contribute their best.
We do not discriminate on the basis of race, color, religion, sex (including pregnancy, gender identity, and sexual orientation), national origin, age, disability, genetic information, veteran status, or any other characteristic protected by applicable laws, regulations, and ordinances.
Show less",4.6,WebCreek,United States,51 to 200 Employees,2001,Private Practice / Firm,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
SOFTWARE ENGINEER (REMOTE),$89K - $126K (Glassdoor est.),"Position Purpose:
The Software Engineer is responsible for assisting in developing and designing a product that Home Depot customers and associates will love. As a Software Engineer, you will be part of a dynamic team with engineers of all experience levels who help each other build and grow technical and leadership skills while creating, deploying, and supporting production applications. In addition, Software Engineers may be involved in product configuration, security, resilience, performance tuning and production monitoring.

Key Responsibilities:
60% Delivers and Executes - Assists in developing, testing, deploying, and maintaining software; Follows best practices established by the organization and participates in improvement conversations; Consistently helps the team achieve results, even under tough circumstances
20% Learns and Grows - Learns through successful and failed experiment when tackling new problems; Actively seeks ways to grow and be challenged using both formal and informal development channels
20% Plans and Aligns - Builds partnerships and works collaboratively with others to meet shared objectives; Collaborates with other team members in agile processes; Relates openly and comfortably with diverse groups of people

Direct Manager/Direct Reports:
This position typically reports to Software Engineer Manager or Sr. Manager
This position has 0 Direct Reports

Travel Requirements:
No travel required.

Physical Requirements:
Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.

Working Conditions:
Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.
Show less",3.8,WebCreek,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD)
Software Programmer,$129K - $180K (Glassdoor est.),"Think you’d be a good fit for one of these roles? Please let us know jobs@nforcepro.com

Job Description:
As a Software Programmer at Nforcepro, you will be an integral part of our development team, contributing to the design, implementation, and maintenance of software solutions. You will have the opportunity to work on exciting projects that leverage the latest technologies, collaborate with a diverse group of professionals, and play a key role in shaping the future of our software products.
Responsibilities:
Perform as a development activity includes Design, Develop and Maintain server-side components of Hospital Inventory Application.
Translate operational business requirements into business IT solutions and/or implementation of software applications.
Develop, Configure, and implement Hospital Inventory applications and integrations.
Hospital Physical Inventory application specifically will be related to Statistical Process and Quality Systems.
Develops and maintains Hospital Physical Inventory application architecture, functionality, API integrations and content-management solutions for consumer-facing websites.
Monitors and research emerging technologies, external platforms and services, consumer behavior and site analytics to inform innovation and integration opportunities.
Collaborates with other functional areas of the business (Marketing, Activism) to translate business objectives and initiatives into technical solutions.
Requirements:
Education: Bachelor's degree in computer science, Software Engineering, or related field.
Experience: Proven experience in software development, with expertise in programming languages, frameworks, and tools relevant to your stack.
Problem-Solving Skills: Strong analytical and problem-solving skills with attention to detail.
Team Player: Ability to work collaboratively in a team environment and communicate effectively.
Innovation: Eagerness to learn and adapt to new technologies and methodologies.
Communication: Excellent verbal and written communication skills.
Location: San Jose , CA
Other Info: Telecommuting not available, Travel not required.
Show less",-1,WebCreek,"San Jose, CA",1 to 50 Employees,--,Self-employed,--,--,Unknown / Non-Applicable
Software Developer,$77K - $106K (Glassdoor est.),"Reynolds and Reynolds is looking for creative individuals who are driven to produce great software solutions.
Reynolds has many exciting development projects for both new and existing products that would allow you to make real contributions to a winning team. Reynolds and Reynolds develops application and system software for a wide variety of environments including client/server applications, browser-based applications, mobile applications and embedded systems. Our development platforms include Windows, .NET, Linux, iOS, and Android.
Our developers are responsible for reviewing specifications, providing technical designs, and coding and testing their own projects.
Requirements:
Bachelor's degree or graduation from a Technical school or boot camp is a plus but NOT required – training is provided
High level of attention to detail
Self-starter with initiative who takes personal responsibility and pride in their work
Ability to be productive as an individual and working on a team
Leadership Potential is a plus
Training:
All new developers have a mentor assigned to guide them through the training process which consists of a series of projects. The projects are self-paced and designed to provide the foundational knowledge and skills necessary to quickly become a productive member of our development team.
Benefits:
Our associates receive medical, dental, vision, and life insurance. We also offer company contributions to your HSA, 6% match on 401(k), and a work/life balance with paid time off. At our Dayton office, you can take advantage of our great training programs and facility amenities, including onsite dining, onsite medical center, and our fitness center. We also offer a wide variety of sports and social leagues to participate in after work, along with volunteering initiatives through our Associate Foundation.
Reynolds and Reynolds promotes a healthy lifestyle by providing a non-smoking environment. Reynolds and Reynolds encourages applicants of all ages and experience to apply, as we do not discriminate on the basis of age.
Show less",3.3,WebCreek,"Dayton, OH",1001 to 5000 Employees,1866,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 billion (USD)
Software Developer I,$55K - $92K (Glassdoor est.),"Job Description
Position:
Software Developer I

Job Summary: Responsible for developing, coding, and testing new solutions or features for business applications.

Position Reports to:
Project Manager

Department: Consulting / Software Development

Status: Non-Supervisory/ Exempt

Essential Responsibilities:
Create design documents, develop software, build code, unit/functional test, document and implement new applications, as well as enhancements, modifications, and corrections to existing software that satisfies business needs.
Create or modify data relations in databases to ensure customer and business needs.
Interpret written business requirements and technical specification documents and/or assist meetings with analysts, architects, and/or management to gather requirements and/or better understand problems and/or bugs and help define optimal solutions for our customers
Create and maintain technical design documentation for all new developments and/or changes to existing systems to keep a record of the work performed.
Complete ""Developer's Checklist"" to ensure quality development processes is in place. (Time Plaza, JIRA, etc.)
Other related duties may be required as assigned by Immediate Supervisor
Requirements:
Bachelor’s degree in Computer Engineering is preferred, Computer Science, Mathematics, or related technical field. Zero (0) to three (3) years of previous experience in a related position.
OR Can be in the final year of bachelor’s degree with at least 50% approved credits in the major concentration
OR experience equivalent to (2) two years as Software Developer
Must have knowledge in at least one technology for each area that requires experience.
Areas

Typically, Years Expected

Technologies, framework etc.
(You must have at least one for each area :)

Web Development

0-3 years’ experience

HTML, CSS, AJAX, JavaScript, JSF

Database Development

0-3 years’ experience

DB2, MySQL, SQL Server, Oracle

Object-Oriented Development

0-3 years’ experience

Java, C#

Software Design

Desired experience

Design Patterns, MVC frameworks

Interface Development

Desired experience

SOAP and Rest Web Services

Other technologies as required by management

Other Skills and Abilities
Adaptability is a must, including the ability and enthusiasm to learn new technologies quickly.
Openly communicates to the team in an enthusiastic and motivated manner.
Employees must use diverse but conventional methods, techniques, or approaches.
Self-motivated with sharp customer service and a results-oriented focus.
Demonstrated skills in creative thinking, teamwork, problem-solving, decision-making, and time management.
Strong verbal, written, and interpersonal communication skills with both technical and non-technical audiences in Spanish and English.
Detail-oriented with excellent organizational skills, able to set priorities, and responsive to customer requests.
Ability to work independently with minimum supervision and in a team-oriented, collaborative environment
Ability to effectively prioritize and execute tasks in a high-pressure environment.
Ability and willingness to work on multiple projects simultaneously
Availability to work at the customer site and/or Wovenware offices

Physical & Safety Requirements
Primarily sedentary with some walking, standing, and carrying of light objects. An adequately lighted and ventilated area where normal precautions for use of office equipment must be observed. This is a standard 40-hour workweek job that may require additional and flexible hours as necessary to complete project deadlines on time.

Compensation:
Compensation is commensurate with experience level. The Software Developer I position will be an integral part of our team and will have a competitive combination of base salary, Performance Bonus, 401K, Medical Insurance 85%-50% contribution, Sick Leave, and Personal Time Off.

As an Equal Employment Opportunity and take Affirmative Action to recruit women, minorities, protected veterans, and people with disabilities, WOVENWARE is committed to a diverse workforce.
Show less",3.7,WebCreek,"San Juan, PR",1 to 50 Employees,--,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD)
RPG Programmer,$56K - $83K (Glassdoor est.),"ComResource is looking for an RPG Programmer.

We need someone who can assist with the development of project deliverables and technical documentation. The programmer is expected to work closely with the project manager and assigned tech lead to understand designs and develop against them. In addition, they will need to create specified associated technical documentation for the project and will work closely with the application technical team members to test to ensure business requirements are successfully met.

Essentials:
Experience with unit testing and integration testing
Experience with embedded SQL development
Experience with application architecture, design, structured coding and testing, advanced programming concepts, and performance tuning
Assists in the development of accurate and complete test plans
Education: Education or Equivalent BS in computer or related field
Show less",4.3,WebCreek,"Columbus, OH",201 to 500 Employees,1991,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
Java Developer,$32.00 - $37.00 Per Hour (Employer est.),"About Sconcept:
Software Concepts Consulting was established in 2008. With headquarters in Carrollton, Texas we are specialized in delivering high performance, secure IT solutions and IT services to the Fortune 500 clients. Our clients include Software, Banking, Financial, Healthcare, Retail, Consumer goods and Insurance sectors. We deliver candidates based on client requirements.
Requirements:
Experience with Java 1.8, J2EE
Experience building web applications
Experience building RESTful web services based applications
Experience with server-side frameworks such as Spring MVC
Experience with JavaScript frameworks and libraries, especially Angular
Experience working with common RDBMS such as Oracle, SQL Server, or DB2
Good interpersonal communication skills for technical and business conversations
Experience working in Agile teams
Experience with NoSQL databases like Cassandra
Experience working with Microservices with docker container/Open Shift
Experience working on high volume applications
Experience with SOAP web services
Experience with ORM, especially Hibernate
Experience in performance tuning with good understanding of JVM internals
Experience in modern JVM languages like Groovy, Scala (any JVM language)
Experience in distributed caching frameworks like Hazelcast, Apache Ignite, Redis
Job Types: Full-time, Part-time, Contract
Pay: $32.00 - $37.00 per hour
Benefits:
Health insurance
Schedule:
8 hour shift
Education:
Bachelor's (Preferred)
Experience:
C#: 1 year (Preferred)
ASP.NET: 1 year (Preferred)
Work Location: In person
Show less",-1,WebCreek,"Tupelo, MS",-1,-1,-1,-1,-1,-1
Entry level software developer,-1,"Founded in 2008 with headquarters in Alpharetta, GA, Advance Solutions provides outstanding IT Consulting services to customers globally. ASC’s goal is to make cloud-based service management quick and easy for Clients with a commitment to execute on time and budget.
As part of the ASC team, you will play an important role in transforming ideas into solutions. ASC Software Developers work in a team and perform various software lifecycle tasks, gathering requirements, developing and delivering real world solutions desired by Clients. Over the past 4 years, ASC has grown 3 times in size and revenue. Join ASC’ highly respected team of IT consultants and jumpstart your career with ample opportunities for professional and personal growth.
Qualifications:
4-year degree in MIS, Computer Science, Engineering, other science related field or equivalent combination of education and relevant experience.
This is an entry-level position so no work experience is required but some non-academic experience is preferred.
Intermediate or advance knowledge of ITIL and Agile framework, JavaScript, HTML/HTML5 a plus.
Understands and can apply object-oriented software principles
Ability to work efficiently and productively independently and as part of a team.
Skills:
Meticulous approach to work with excellent attention to detail.
Excellent interpersonal and communication skills when working with Clients.
Good problem-solving, analytical and technical skills.
Effective time management skills to meet deadlines.
The ability to work under pressure and multi-tasking.
A flexible attitude to working patterns is helpful to meet Client needs and deadlines.


Level: Entry Level, training will be provided.
Employment Type: Full-time
ASC provides competitive compensation, generous benefits and a professional atmosphere. ASC has a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers.
Show less",4.4,WebCreek,United States,201 to 500 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Junior Software Developer,$69K - $109K (Glassdoor est.),"A successful software/cloud developer provides input and support for, and performs full systems life cycle management activities (e.g., analyses, technical requirements, design, coding, testing, implementation of systems and applications software, etc.). They supports teams and emerging technologies to ensure effective communication and achievement of objectives. This position provides knowledge and support for applications development, integration, and maintenance. Support the development and operations of cloud based solutions in a fast-paced environment.

Utilizing a wide array of AWS Government services and a modern codebase, these solutions are built on leading edge technologies.
Show less",4.8,WebCreek,"Beavercreek, OH",51 to 200 Employees,2016,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Senior Level HTML/CSS Web Designer,$65K - $80K (Employer est.),"* READ THIS ENTIRE JOB DESCRIPTION OR DON'T APPLY *
ONLY A-PLAYERS NEED TO APPLY. A-PLAYERS ARE:
Always ready to demonstrate their bada** skill set at a moment's notice.
Highly driven for success and self-improvement.
Extremely passionate about their trade, in this case, web design and HTML/CSS coding.
Arrives on time/prepared for commitments and expects the same in return.
Wants to be held accountable, is disciplined, and strives to be pushed to new limits.
Gives 110% for 7 hours and 20 minutes each day, then separates themselves from work. You're not expected to work one minute past 5:00 pm.
Position Summary:
We're looking for a bada** HTML/CSS web designer to join our fast-growing digital marketing agency. We design, build, and maintain the websites for lawn care and landscaping companies across the United States and Canada. These websites are the foundational piece of their SEO and landing pages for funnels and paid ads. This position is in-office. There are no remote or hybrid options.
Responsibilities:
Design and develop new websites for clients.
Publish new content such as blogs, project case studies, and more.
Design and develop landing pages for various purposes.
Help drive strategy, insights, feedback, and more to improve the website/SEO results of the agency's clients overall.
Assist the leadership team by providing feedback needed for training and standard operating procedure (SOP) documentation.
Requirements:
Expert level coding for HTML5 and CSS
A strong eye for design and experience with Photoshop, Illustrator, etc.
2+ years of marketing agency experience
5+ years of designing and developing informational websites.
Ability to work on-site, Monday to Friday from 9AM to 5PM. (relocation assistance available)
Compensation & Benefits:
The pay range for this role is $65k to $80k per year.
Weekly payroll deposits.
3-weeks paid time off in the first year.
Health, vision, dental, and various other insurance available.
401k w/ 4% match.
Free lunch catered every Friday.
High-growth opportunities for rockstars.
Casual dress code.
Great workstations - all software needed, dual monitors, fast computers, adjustable stand/sit desks, etc.
Hiring Process:
Here is the hiring process you should expect:
Apply online and answer all questions. Indeed will ask you to submit a one-way interview video.
Quick phone interview.
In-person interview w/ on-site assessment. Zoom option available for out-of-area applicants only.
Kolbe Assessment
Background Check
Offer
Application Question(s):
How many years of experience do you have working in a digital marketing agency?
How many years of experience do you have building websites for local service businesses?
You'll be required to demonstrate proficiency in writing HTML/CSS code from scratch without a template, can you do this?
Will you be able to reliably commute or relocate to Tampa, FL 33619 for this job?
Indeed will invite you to submit a video application when you apply. Are you willing to submit a video application?
Job Type: Full-time
Pay: $65,000.00 - $80,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Paid time off
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
No nights
No weekends
Application Question(s):
How many years of experience do you have building websites for local service businesses?
You'll be required to demonstrate proficiency in writing HTML/CSS code from scratch without a template. Can you do this?
Indeed will invite you to submit a video application when you apply. Are you willing to submit a video application?
Experience:
Digital Marketing Agency: 2 years (Required)
Work Location: In person
Show less",5.0,WebCreek,"Tampa, FL",1 to 50 Employees,2016,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
